Winrate_Blue_Top,Games_Blue_Top,Winrate_Blue_Jungle,Games_Blue_Jungle,Winrate_Blue_Mid,Games_Blue_Mid,Winrate_Blue_Carry,Games_Blue_Carry,Winrate_Blue_Support,Games_Blue_Support,Winrate_Red_Top,Games_Red_Top,Winrate_Red_Jungle,Games_Red_Jungle,Winrate_Red_Mid,Games_Red_Mid,Winrate_Red_Carry,Games_Red_Carry,Winrate_Red_Support,Games_Red_Support,Outcome
30.8,13.0,57.1,7.0,55.6,54.0,53.6,110.0,40.0,5.0,52.3,350.0,36.4,11.0,63.2,76.0,61.5,13.0,56.8,375.0,False
75.0,4.0,40.0,5.0,56.7,30.0,58.4,149.0,50.0,4.0,66.7,6.0,63.9,108.0,63.2,76.0,42.9,28.0,100.0,1.0,False
38.9,18.0,53.3,90.0,63.2,76.0,,,47.8,69.0,53.9,102.0,60.0,5.0,80.0,5.0,,,65.6,32.0,False
57.7,52.0,25.0,8.0,63.2,76.0,65.6,32.0,0.0,2.0,50.0,12.0,56.4,133.0,52.9,17.0,52.5,61.0,65.8,76.0,False
,,42.9,7.0,63.2,76.0,100.0,2.0,78.6,14.0,50.0,2.0,62.5,8.0,25.0,4.0,56.8,74.0,50.0,6.0,True
,,0.0,2.0,45.7,94.0,50.0,6.0,55.0,249.0,42.9,7.0,54.2,299.0,63.2,76.0,51.4,35.0,56.6,83.0,False
57.9,171.0,53.8,342.0,55.2,145.0,76.5,17.0,50.2,544.0,61.4,101.0,43.8,16.0,63.2,76.0,61.5,39.0,50.0,6.0,False
51.4,37.0,66.7,9.0,45.5,11.0,70.0,10.0,53.8,143.0,40.7,91.0,,,50.6,85.0,67.1,73.0,58.2,488.0,True
,,52.9,323.0,66.7,3.0,53.5,368.0,61.1,18.0,46.8,79.0,60.9,64.0,63.2,76.0,25.0,4.0,52.2,23.0,False
0.0,3.0,54.2,24.0,72.0,25.0,56.5,23.0,25.0,4.0,100.0,1.0,53.3,90.0,63.2,76.0,72.7,11.0,57.7,26.0,False
62.5,8.0,52.8,290.0,63.2,76.0,45.3,267.0,49.8,291.0,0.0,1.0,,,58.7,104.0,49.3,142.0,31.6,19.0,True
0.0,2.0,,,37.5,8.0,46.1,76.0,33.3,3.0,50.0,2.0,51.6,335.0,100.0,4.0,37.5,8.0,48.5,33.0,False
56.6,83.0,55.0,40.0,66.7,6.0,51.6,186.0,33.3,9.0,44.4,18.0,,,33.3,3.0,57.6,85.0,76.9,13.0,True
62.6,107.0,55.6,9.0,63.2,76.0,,,51.3,76.0,50.0,2.0,53.4,73.0,,,54.4,90.0,49.3,211.0,False
0.0,2.0,55.6,18.0,48.3,267.0,60.0,10.0,43.8,32.0,100.0,1.0,48.0,75.0,63.2,76.0,54.2,649.0,53.3,30.0,False
50.0,4.0,57.1,7.0,45.7,70.0,51.3,191.0,58.7,184.0,56.9,434.0,57.9,330.0,65.0,20.0,50.0,2.0,28.6,7.0,False
,,56.0,50.0,45.5,11.0,,,32.7,52.0,50.8,297.0,25.0,4.0,100.0,4.0,38.5,13.0,56.3,279.0,False
59.5,158.0,57.0,416.0,46.7,60.0,51.8,392.0,0.0,1.0,40.3,72.0,40.0,10.0,63.2,76.0,58.3,60.0,59.6,52.0,False
49.0,49.0,58.8,34.0,0.0,2.0,55.5,146.0,54.7,296.0,66.7,3.0,54.2,48.0,61.4,1180.0,51.2,43.0,45.5,11.0,False
65.8,38.0,47.6,21.0,58.3,60.0,57.5,87.0,44.4,9.0,45.8,306.0,40.7,27.0,63.2,76.0,70.0,30.0,51.2,123.0,False
54.5,99.0,66.7,9.0,,,66.7,6.0,0.0,2.0,48.4,31.0,53.8,695.0,,,66.7,3.0,40.9,44.0,False
44.4,27.0,55.2,29.0,63.2,76.0,54.8,31.0,67.6,34.0,50.6,518.0,48.6,140.0,100.0,1.0,61.2,116.0,62.7,110.0,False
40.0,5.0,54.9,51.0,63.2,76.0,44.9,49.0,57.2,348.0,52.9,34.0,,,75.0,4.0,20.0,5.0,100.0,2.0,False
0.0,1.0,60.0,5.0,63.2,76.0,48.7,39.0,53.9,102.0,51.4,35.0,58.3,132.0,50.0,2.0,66.7,186.0,100.0,1.0,False
,,66.7,9.0,57.1,35.0,64.3,14.0,60.0,5.0,57.1,56.0,45.2,31.0,33.3,3.0,16.7,6.0,28.6,7.0,True
45.2,31.0,48.4,31.0,,,100.0,5.0,58.7,92.0,0.0,3.0,52.5,122.0,45.7,70.0,40.0,15.0,44.4,54.0,True
25.0,16.0,59.8,388.0,57.1,14.0,,,57.9,19.0,53.6,69.0,,,63.2,76.0,,,47.6,374.0,False
0.0,3.0,55.8,269.0,43.8,16.0,61.5,13.0,59.4,32.0,34.8,23.0,50.0,4.0,63.2,76.0,53.8,457.0,50.0,14.0,False
50.0,6.0,100.0,1.0,69.2,13.0,57.1,7.0,55.3,132.0,66.7,3.0,40.0,5.0,,,56.4,259.0,46.7,15.0,True
80.0,10.0,51.0,155.0,54.2,72.0,52.2,138.0,,,33.3,3.0,50.0,2.0,63.2,76.0,48.0,102.0,0.0,2.0,True
59.5,190.0,46.8,79.0,52.6,508.0,63.4,41.0,33.3,3.0,81.3,16.0,55.1,69.0,63.2,76.0,57.6,33.0,59.6,104.0,False
,,0.0,1.0,33.3,9.0,54.5,33.0,0.0,2.0,54.8,221.0,59.4,392.0,63.2,76.0,60.3,58.0,57.1,42.0,False
66.7,6.0,58.3,24.0,0.0,2.0,50.0,100.0,37.5,8.0,100.0,2.0,60.0,10.0,66.7,27.0,56.7,30.0,50.0,4.0,False
61.9,21.0,66.7,9.0,100.0,3.0,60.3,58.0,56.3,197.0,49.0,51.0,33.3,3.0,52.4,21.0,63.8,58.0,52.2,46.0,True
40.6,32.0,51.2,127.0,63.2,76.0,,,30.8,13.0,49.3,201.0,57.1,63.0,56.8,192.0,65.8,38.0,47.4,19.0,False
0.0,2.0,0.0,1.0,45.7,70.0,56.9,51.0,50.0,2.0,56.5,828.0,50.0,8.0,76.9,13.0,56.0,50.0,66.7,6.0,False
55.0,333.0,0.0,1.0,45.7,70.0,,,36.4,11.0,,,100.0,4.0,61.7,149.0,44.4,90.0,100.0,1.0,False
52.0,269.0,,,63.2,76.0,66.7,18.0,75.0,4.0,33.3,24.0,25.0,12.0,50.0,6.0,50.0,8.0,75.0,4.0,True
52.7,402.0,59.4,170.0,50.0,6.0,66.7,63.0,49.4,83.0,54.0,420.0,77.8,9.0,56.2,201.0,42.6,47.0,53.3,30.0,False
54.0,124.0,59.4,170.0,42.2,90.0,44.0,25.0,,,51.5,571.0,55.4,690.0,63.3,196.0,65.5,87.0,54.2,48.0,False
51.5,571.0,59.4,170.0,45.5,11.0,51.9,77.0,60.0,10.0,54.0,63.0,55.0,222.0,71.4,28.0,53.1,303.0,25.0,4.0,True
56.0,100.0,59.4,170.0,43.0,79.0,52.8,36.0,47.6,21.0,49.0,194.0,58.3,72.0,62.5,16.0,56.1,132.0,50.7,444.0,False
53.9,256.0,0.0,1.0,57.7,26.0,50.0,52.0,59.4,229.0,62.5,24.0,52.7,1183.0,59.5,79.0,100.0,1.0,68.3,41.0,False
54.6,152.0,87.0,23.0,66.7,30.0,60.0,5.0,80.0,5.0,54.7,150.0,45.7,173.0,,,46.7,30.0,48.2,164.0,True
47.6,21.0,61.1,18.0,57.1,21.0,60.0,5.0,68.3,41.0,62.1,29.0,62.8,188.0,70.5,44.0,,,47.5,59.0,False
66.7,3.0,72.9,59.0,68.4,19.0,59.4,32.0,0.0,2.0,53.0,1032.0,64.9,37.0,53.2,534.0,75.0,4.0,68.3,41.0,False
53.9,256.0,60.9,169.0,57.9,240.0,83.3,6.0,68.3,41.0,42.9,7.0,54.5,11.0,40.0,10.0,0.0,4.0,40.0,25.0,True
42.9,7.0,0.0,2.0,56.8,74.0,50.0,42.0,53.7,67.0,25.0,4.0,,,50.7,67.0,40.0,5.0,68.3,41.0,False
50.9,53.0,25.0,4.0,77.8,9.0,52.8,606.0,48.1,27.0,45.0,20.0,52.3,44.0,53.1,341.0,40.0,5.0,70.0,10.0,False
42.9,14.0,0.0,7.0,29.2,24.0,,,52.2,46.0,53.0,555.0,,,55.6,9.0,60.0,5.0,43.8,16.0,False
65.0,40.0,,,37.5,8.0,60.0,5.0,40.0,5.0,57.1,49.0,56.4,353.0,53.9,323.0,,,51.6,91.0,False
49.2,240.0,28.6,7.0,53.9,323.0,50.0,4.0,57.1,14.0,50.0,12.0,38.1,42.0,73.5,34.0,62.2,45.0,46.9,49.0,False
47.7,65.0,40.0,10.0,59.0,78.0,52.1,257.0,50.0,80.0,37.5,24.0,54.8,445.0,56.9,571.0,0.0,3.0,70.0,20.0,True
58.1,74.0,58.7,46.0,47.6,21.0,60.2,186.0,50.0,80.0,43.8,16.0,57.1,49.0,56.4,78.0,50.0,4.0,53.6,28.0,True
58.1,74.0,42.9,7.0,44.0,25.0,100.0,1.0,51.1,45.0,53.2,1347.0,56.3,96.0,55.1,207.0,0.0,5.0,68.6,35.0,True
100.0,1.0,65.7,99.0,51.9,52.0,36.4,11.0,75.0,4.0,0.0,2.0,58.3,24.0,51.7,373.0,0.0,1.0,68.3,41.0,True
49.2,240.0,50.0,2.0,40.0,5.0,,,51.4,37.0,55.5,476.0,61.7,133.0,50.0,4.0,83.3,6.0,68.3,41.0,False
54.6,744.0,62.0,79.0,33.3,21.0,75.0,4.0,70.0,20.0,52.3,302.0,59.9,354.0,55.9,34.0,25.0,8.0,28.6,14.0,True
57.8,64.0,72.7,11.0,62.6,115.0,40.0,5.0,50.0,6.0,58.9,95.0,61.4,303.0,51.5,429.0,54.5,66.0,54.8,210.0,False
50.0,10.0,53.3,15.0,73.1,26.0,60.0,5.0,68.3,41.0,53.2,126.0,85.7,7.0,55.4,469.0,25.0,4.0,62.5,16.0,True
50.0,2.0,62.5,40.0,57.9,233.0,33.3,12.0,33.3,12.0,68.7,83.0,100.0,1.0,57.1,7.0,75.0,4.0,68.3,41.0,False
57.6,33.0,56.7,263.0,60.0,15.0,50.0,4.0,57.1,14.0,0.0,1.0,65.4,26.0,52.7,74.0,49.5,97.0,56.0,84.0,True
60.0,10.0,55.3,103.0,53.2,278.0,58.6,174.0,45.8,24.0,57.1,21.0,,,62.1,116.0,83.3,6.0,68.3,41.0,False
55.7,386.0,62.5,40.0,44.4,9.0,55.8,52.0,51.5,33.0,50.0,10.0,46.4,28.0,0.0,1.0,,,58.3,103.0,True
50.5,95.0,46.4,28.0,65.0,20.0,58.1,31.0,57.6,278.0,,,60.0,15.0,60.0,30.0,40.0,15.0,39.4,33.0,True
56.4,211.0,52.8,36.0,55.8,597.0,53.2,406.0,65.2,112.0,39.1,23.0,40.0,5.0,66.7,3.0,0.0,1.0,54.8,186.0,True
48.0,175.0,43.8,16.0,63.2,19.0,47.2,36.0,55.6,27.0,39.1,23.0,0.0,2.0,49.2,590.0,,,42.1,19.0,True
50.3,553.0,40.0,10.0,48.4,31.0,0.0,1.0,33.3,6.0,48.3,60.0,100.0,1.0,100.0,1.0,50.9,57.0,56.9,167.0,False
25.0,8.0,0.0,3.0,0.0,1.0,56.3,119.0,58.7,126.0,53.1,884.0,46.2,39.0,68.4,19.0,49.5,182.0,52.2,232.0,False
63.3,49.0,0.0,3.0,60.2,123.0,56.0,639.0,57.1,42.0,54.4,270.0,53.8,513.0,66.7,6.0,63.4,41.0,77.3,22.0,False
58.0,69.0,0.0,3.0,60.2,123.0,63.8,80.0,59.6,141.0,75.0,4.0,53.8,26.0,33.3,3.0,75.0,8.0,57.3,96.0,False
68.8,16.0,34.6,26.0,54.9,255.0,50.0,16.0,,,39.1,23.0,41.7,12.0,52.3,266.0,47.8,138.0,57.6,205.0,True
42.9,14.0,55.6,9.0,51.0,51.0,56.4,39.0,58.8,68.0,45.3,75.0,56.3,215.0,52.3,266.0,60.0,30.0,50.0,6.0,True
,,52.5,406.0,50.0,12.0,54.2,190.0,60.0,5.0,39.1,23.0,37.0,81.0,46.4,28.0,,,50.5,95.0,True
48.4,31.0,,,49.9,471.0,0.0,1.0,57.1,14.0,66.7,3.0,46.4,28.0,53.3,45.0,,,0.0,1.0,False
50.0,2.0,56.7,67.0,31.1,45.0,46.9,228.0,50.0,6.0,39.1,23.0,55.6,9.0,66.7,81.0,52.9,51.0,48.0,25.0,False
50.0,4.0,66.7,27.0,100.0,6.0,35.3,17.0,50.3,690.0,39.1,23.0,46.4,28.0,,,48.1,27.0,,,True
,,,,71.4,7.0,57.1,28.0,75.0,4.0,33.3,9.0,62.5,8.0,75.0,8.0,53.4,178.0,47.7,44.0,False
66.7,3.0,0.0,1.0,50.0,4.0,25.0,8.0,54.3,328.0,54.7,358.0,38.9,18.0,57.5,334.0,45.3,75.0,51.4,183.0,False
,,55.3,637.0,45.3,75.0,60.0,5.0,50.9,393.0,55.7,115.0,33.3,15.0,49.8,1628.0,62.2,45.0,41.7,36.0,True
45.2,73.0,53.7,134.0,59.3,354.0,37.2,43.0,55.2,29.0,57.3,579.0,53.6,752.0,52.9,580.0,50.7,921.0,49.3,67.0,False
64.3,28.0,52.6,76.0,38.1,21.0,52.9,580.0,45.5,22.0,33.3,3.0,49.0,49.0,50.0,184.0,62.1,95.0,52.2,23.0,False
43.8,16.0,63.6,22.0,48.2,170.0,39.0,41.0,54.6,108.0,55.4,65.0,58.1,160.0,52.6,135.0,63.6,11.0,58.3,12.0,False
61.2,67.0,46.7,227.0,48.2,170.0,46.7,15.0,50.0,6.0,50.7,343.0,48.0,25.0,56.0,116.0,45.3,75.0,51.4,37.0,True
,,56.9,311.0,44.4,9.0,,,54.5,11.0,55.8,337.0,55.7,300.0,52.6,135.0,57.1,28.0,,,False
75.0,4.0,50.0,2.0,59.4,256.0,28.6,7.0,25.0,4.0,57.1,282.0,76.9,13.0,45.3,75.0,47.5,40.0,55.6,27.0,True
60.1,271.0,67.7,31.0,55.1,107.0,45.8,24.0,100.0,1.0,47.4,57.0,58.3,599.0,52.6,135.0,25.0,4.0,56.1,82.0,True
54.9,237.0,47.8,23.0,50.9,116.0,0.0,1.0,52.9,580.0,52.8,53.0,53.8,145.0,42.9,28.0,,,77.8,36.0,False
42.9,21.0,58.6,152.0,53.1,162.0,63.3,49.0,51.7,58.0,66.7,24.0,60.0,5.0,52.6,135.0,63.0,81.0,56.3,16.0,False
44.9,49.0,52.6,78.0,43.6,78.0,100.0,1.0,61.5,39.0,65.3,49.0,0.0,2.0,57.6,33.0,55.7,61.0,,,True
20.0,10.0,59.5,79.0,56.3,327.0,77.3,22.0,53.4,1295.0,84.6,13.0,48.4,155.0,50.0,16.0,57.9,214.0,55.9,68.0,False
20.0,10.0,58.3,12.0,39.4,137.0,53.4,73.0,68.2,22.0,63.2,19.0,57.1,7.0,100.0,1.0,51.1,88.0,,,False
65.3,49.0,61.5,26.0,61.5,26.0,66.7,63.0,46.2,65.0,54.3,184.0,36.4,22.0,55.6,9.0,67.6,37.0,46.0,50.0,True
56.1,449.0,0.0,1.0,44.4,18.0,52.3,279.0,55.4,379.0,65.3,49.0,50.0,18.0,76.9,13.0,56.4,576.0,50.0,72.0,False
60.4,53.0,62.1,195.0,50.0,2.0,57.0,79.0,60.5,220.0,63.2,19.0,54.5,314.0,53.1,143.0,40.0,10.0,55.1,127.0,True
66.7,6.0,43.9,41.0,49.3,150.0,53.7,410.0,50.0,144.0,34.6,52.0,56.4,353.0,54.5,11.0,,,30.0,10.0,True
65.3,49.0,50.6,81.0,,,,,53.8,52.0,52.6,475.0,66.7,6.0,47.0,149.0,0.0,3.0,58.3,12.0,True
54.5,334.0,47.8,67.0,56.8,148.0,42.9,7.0,54.7,172.0,40.0,10.0,47.4,194.0,,,,,44.7,47.0,True
,,47.8,23.0,52.9,51.0,48.4,62.0,57.6,118.0,65.3,49.0,0.0,2.0,59.1,181.0,0.0,1.0,40.0,10.0,True
25.0,4.0,0.0,4.0,58.3,36.0,54.5,134.0,31.3,16.0,65.3,49.0,71.4,21.0,55.0,131.0,50.0,6.0,51.2,43.0,False
65.3,49.0,53.1,556.0,51.9,551.0,40.0,25.0,0.0,2.0,56.4,399.0,65.7,35.0,69.6,23.0,50.0,240.0,48.1,106.0,False
50.0,12.0,36.4,11.0,53.4,899.0,46.4,138.0,55.6,9.0,65.3,49.0,50.1,639.0,60.9,64.0,55.9,247.0,53.5,71.0,False
0.0,2.0,61.9,42.0,56.1,41.0,33.3,9.0,20.0,5.0,64.7,17.0,48.1,54.0,,,83.3,6.0,47.0,66.0,False
63.2,19.0,46.6,116.0,,,47.7,281.0,57.4,155.0,63.6,162.0,33.3,9.0,21.4,14.0,48.3,29.0,58.9,90.0,True
65.3,49.0,58.6,111.0,76.9,13.0,65.8,114.0,52.0,25.0,,,41.9,124.0,50.0,30.0,71.2,73.0,51.4,35.0,True
65.3,49.0,53.9,180.0,58.0,69.0,62.5,16.0,50.0,4.0,55.4,401.0,43.5,23.0,49.7,197.0,25.0,4.0,54.9,727.0,True
38.9,18.0,51.7,234.0,49.1,322.0,71.0,31.0,73.9,23.0,42.6,129.0,53.3,1469.0,22.2,9.0,33.3,6.0,,,True
66.7,6.0,51.6,254.0,80.0,5.0,57.0,372.0,60.0,5.0,26.7,15.0,49.8,207.0,40.4,52.0,0.0,2.0,40.8,49.0,True
66.7,6.0,25.0,8.0,53.9,76.0,52.2,67.0,44.4,54.0,53.4,116.0,55.0,160.0,41.7,36.0,,,51.5,305.0,True
,,44.4,9.0,,,50.0,12.0,60.0,25.0,66.7,6.0,66.7,6.0,39.7,73.0,62.0,142.0,66.7,18.0,False
53.7,177.0,50.0,14.0,60.2,259.0,55.6,117.0,53.2,545.0,38.9,18.0,48.1,54.0,53.6,427.0,60.0,5.0,59.4,175.0,True
57.7,267.0,,,75.0,28.0,57.4,169.0,,,52.3,302.0,33.3,9.0,57.7,52.0,59.7,72.0,41.9,31.0,True
,,51.2,82.0,33.3,12.0,50.0,2.0,42.9,14.0,53.8,576.0,57.6,177.0,40.0,10.0,41.9,86.0,50.2,1164.0,False
42.9,7.0,30.8,13.0,62.1,66.0,55.7,88.0,60.0,5.0,75.0,8.0,,,57.7,52.0,54.5,33.0,50.0,4.0,False
50.0,4.0,52.0,600.0,57.7,52.0,66.7,12.0,57.6,33.0,61.7,47.0,69.6,23.0,51.6,64.0,54.5,22.0,46.2,13.0,False
64.7,17.0,0.0,1.0,0.0,2.0,62.8,43.0,49.5,186.0,100.0,1.0,51.7,294.0,57.1,7.0,60.0,20.0,66.7,3.0,False
51.4,35.0,58.4,327.0,51.9,208.0,,,0.0,1.0,38.9,18.0,55.4,177.0,66.7,45.0,56.3,16.0,58.3,12.0,False
25.0,4.0,66.7,6.0,51.1,45.0,57.4,169.0,,,38.9,18.0,66.7,3.0,58.4,233.0,56.5,46.0,51.7,746.0,False
38.9,18.0,66.4,119.0,60.0,5.0,64.3,56.0,56.6,76.0,64.4,59.0,57.1,14.0,51.1,45.0,51.1,331.0,53.4,509.0,True
50.0,22.0,66.7,27.0,45.0,20.0,50.0,4.0,50.0,34.0,55.7,821.0,47.4,38.0,57.0,100.0,53.2,248.0,57.7,137.0,True
54.5,11.0,67.6,68.0,53.0,202.0,60.0,5.0,66.7,9.0,65.3,49.0,57.9,19.0,50.0,8.0,37.5,8.0,48.4,95.0,True
60.2,108.0,51.8,56.0,53.6,28.0,61.1,54.0,51.8,571.0,52.9,34.0,57.1,7.0,57.7,52.0,40.7,27.0,47.8,23.0,True
66.7,3.0,46.2,13.0,50.0,8.0,,,58.7,155.0,40.0,10.0,51.5,33.0,,,53.8,52.0,48.5,33.0,True
51.0,788.0,33.3,6.0,0.0,3.0,43.6,39.0,51.5,68.0,64.7,17.0,57.1,792.0,,,66.7,6.0,58.5,159.0,False
65.3,49.0,9.1,11.0,50.0,22.0,60.3,78.0,50.8,65.0,,,77.8,9.0,55.9,213.0,33.3,15.0,54.8,31.0,False
64.7,17.0,53.5,71.0,50.0,4.0,45.5,11.0,53.7,1001.0,60.8,97.0,60.0,10.0,60.6,457.0,,,57.5,120.0,True
65.3,49.0,40.0,5.0,,,66.7,3.0,57.1,7.0,,,,,20.0,25.0,68.4,19.0,52.4,21.0,False
60.0,10.0,42.9,7.0,57.8,90.0,70.0,10.0,46.7,45.0,63.2,19.0,52.4,42.0,,,50.0,32.0,37.0,73.0,True
0.0,2.0,0.0,1.0,33.3,3.0,0.0,1.0,,,63.2,19.0,42.1,19.0,,,56.5,46.0,54.3,328.0,False
65.3,49.0,71.4,7.0,,,,,54.3,328.0,50.0,30.0,29.4,17.0,57.1,7.0,59.1,22.0,57.5,113.0,True
50.0,20.0,59.5,42.0,,,66.7,12.0,58.6,29.0,48.1,27.0,52.2,186.0,50.0,2.0,44.4,18.0,61.3,124.0,True
55.6,462.0,,,18.2,22.0,45.8,24.0,45.2,31.0,61.1,18.0,56.2,73.0,64.4,135.0,,,42.9,7.0,False
59.1,22.0,57.7,52.0,,,,,52.1,263.0,0.0,5.0,44.0,150.0,59.0,61.0,60.0,20.0,42.9,42.0,True
100.0,1.0,52.4,21.0,66.7,3.0,100.0,1.0,60.9,23.0,0.0,1.0,50.0,2.0,,,50.0,6.0,50.7,706.0,True
56.8,322.0,44.4,27.0,59.1,159.0,100.0,1.0,47.4,19.0,38.9,18.0,69.6,102.0,,,25.0,4.0,52.3,65.0,True
52.2,23.0,52.1,530.0,69.0,42.0,63.8,69.0,48.5,134.0,84.6,13.0,50.5,103.0,,,,,72.2,18.0,False
56.8,88.0,69.5,59.0,0.0,1.0,,,44.4,9.0,,,57.7,52.0,54.8,847.0,,,73.3,45.0,False
56.2,322.0,56.1,244.0,41.7,12.0,,,45.3,75.0,63.2,19.0,52.4,42.0,,,,,51.5,163.0,True
0.0,2.0,55.6,9.0,,,0.0,1.0,20.0,5.0,65.3,49.0,42.9,14.0,,,,,46.1,76.0,False
80.0,10.0,37.5,8.0,,,45.5,11.0,50.0,10.0,65.3,49.0,,,,,59.3,113.0,55.1,136.0,False
51.5,586.0,48.3,116.0,53.0,149.0,57.1,84.0,57.3,164.0,63.2,19.0,37.5,24.0,,,38.1,21.0,60.0,5.0,False
25.0,8.0,100.0,1.0,53.8,1324.0,51.2,82.0,49.1,106.0,25.0,4.0,57.3,396.0,62.5,8.0,36.8,19.0,33.3,12.0,True
16.7,6.0,58.9,95.0,53.8,392.0,,,64.4,45.0,55.6,9.0,57.7,52.0,50.0,10.0,57.7,26.0,52.4,416.0,False
,,58.1,43.0,53.2,94.0,40.0,15.0,37.5,24.0,47.4,19.0,66.7,3.0,57.1,7.0,44.4,9.0,58.7,63.0,True
57.1,7.0,66.7,3.0,62.5,8.0,,,44.8,67.0,60.3,58.0,66.7,6.0,48.2,83.0,51.5,204.0,48.7,76.0,True
33.3,27.0,0.0,1.0,22.2,18.0,66.7,3.0,42.9,35.0,75.0,4.0,,,50.5,204.0,55.6,9.0,66.7,6.0,False
42.9,7.0,66.9,121.0,62.5,8.0,71.4,14.0,,,0.0,1.0,,,65.0,20.0,66.1,56.0,47.0,83.0,True
57.6,33.0,,,65.0,20.0,49.8,281.0,42.9,14.0,51.6,894.0,53.3,120.0,52.8,932.0,0.0,2.0,65.2,46.0,True
100.0,3.0,58.4,401.0,39.1,23.0,65.0,20.0,61.5,39.0,71.4,7.0,20.0,5.0,28.6,7.0,62.1,95.0,52.6,1346.0,True
42.6,61.0,40.0,5.0,48.7,156.0,65.0,20.0,59.6,57.0,71.4,7.0,57.7,430.0,59.5,42.0,66.7,18.0,,,False
50.0,32.0,52.9,257.0,62.7,83.0,50.0,26.0,54.9,727.0,66.7,15.0,22.2,9.0,0.0,3.0,52.9,17.0,57.7,97.0,True
52.4,145.0,53.2,316.0,47.4,19.0,50.0,18.0,56.1,269.0,58.3,151.0,50.1,1050.0,22.2,18.0,60.8,97.0,53.2,156.0,False
42.1,19.0,59.7,139.0,28.6,7.0,50.0,4.0,38.9,18.0,53.7,54.0,83.3,12.0,50.9,169.0,49.8,213.0,53.7,67.0,False
65.3,49.0,22.2,9.0,50.0,54.0,51.1,47.0,16.7,6.0,55.5,227.0,54.5,220.0,64.9,57.0,,,83.3,6.0,False
38.9,18.0,46.7,15.0,50.6,83.0,,,52.5,99.0,47.2,36.0,48.5,66.0,54.7,446.0,53.5,144.0,58.3,24.0,False
45.5,11.0,60.3,141.0,60.5,38.0,55.7,61.0,,,52.6,19.0,75.0,4.0,66.7,3.0,64.5,93.0,42.9,21.0,False
51.5,2817.0,60.0,155.0,,,43.8,16.0,46.2,26.0,45.5,11.0,53.5,995.0,57.7,52.0,,,,,True
45.5,11.0,60.0,155.0,62.5,8.0,60.0,5.0,,,51.5,2817.0,64.3,28.0,54.6,1146.0,33.3,9.0,52.0,25.0,True
45.5,11.0,54.3,368.0,100.0,1.0,53.6,84.0,,,73.8,61.0,43.8,32.0,45.6,68.0,50.0,174.0,56.9,65.0,True
53.7,845.0,75.0,8.0,52.0,1104.0,52.9,223.0,58.5,234.0,0.0,1.0,58.8,119.0,84.6,13.0,60.0,30.0,56.0,25.0,True
58.1,117.0,33.3,3.0,38.9,18.0,49.6,141.0,,,45.5,11.0,100.0,1.0,80.0,5.0,54.0,137.0,50.0,2.0,False
45.5,11.0,52.5,1090.0,22.2,18.0,56.5,570.0,52.9,310.0,55.2,67.0,54.1,399.0,75.0,4.0,63.9,183.0,55.6,9.0,False
59.3,305.0,54.1,37.0,51.5,194.0,46.7,30.0,57.9,337.0,63.2,19.0,58.5,200.0,53.4,348.0,46.4,28.0,71.4,28.0,False
40.0,10.0,80.0,5.0,57.9,418.0,57.1,21.0,80.0,5.0,59.3,305.0,,,69.4,49.0,,,55.9,229.0,True
33.3,3.0,50.0,16.0,0.0,4.0,50.0,58.0,33.3,3.0,65.3,49.0,55.2,67.0,57.9,418.0,,,58.8,17.0,False
84.6,13.0,65.7,99.0,57.9,418.0,55.5,110.0,100.0,3.0,40.0,15.0,37.1,35.0,71.4,35.0,57.4,101.0,0.0,2.0,True
61.2,67.0,55.8,43.0,56.0,91.0,75.0,24.0,52.5,99.0,40.0,10.0,33.3,9.0,57.9,418.0,57.0,86.0,,,True
51.7,439.0,53.3,15.0,50.0,110.0,62.8,43.0,50.2,899.0,84.6,13.0,48.9,45.0,57.9,418.0,63.8,94.0,54.5,11.0,False
50.0,4.0,58.6,181.0,53.4,348.0,55.9,59.0,50.0,8.0,45.6,136.0,100.0,1.0,,,,,,,False
27.6,29.0,28.6,14.0,51.6,643.0,52.2,23.0,20.0,5.0,63.2,19.0,72.7,22.0,53.4,348.0,47.9,211.0,,,False
53.4,348.0,52.1,48.0,38.2,34.0,71.4,14.0,61.9,139.0,57.2,138.0,30.8,13.0,71.4,14.0,50.6,77.0,,,True
33.3,6.0,52.1,48.0,55.9,68.0,50.0,54.0,25.0,4.0,100.0,1.0,57.1,14.0,45.0,20.0,54.3,672.0,100.0,1.0,False
0.0,1.0,53.1,162.0,22.2,18.0,,,36.8,19.0,51.2,1173.0,,,66.7,6.0,56.3,16.0,30.0,10.0,False
20.0,5.0,0.0,3.0,54.5,22.0,83.3,6.0,58.9,90.0,84.6,13.0,55.6,18.0,58.3,12.0,53.7,259.0,55.1,98.0,False
63.2,19.0,48.3,116.0,48.5,103.0,52.9,34.0,53.2,156.0,0.0,1.0,54.1,111.0,27.3,11.0,61.5,13.0,60.9,133.0,True
84.6,13.0,56.0,25.0,57.9,418.0,50.0,10.0,,,,,50.0,20.0,37.4,99.0,54.3,116.0,57.9,19.0,True
55.7,821.0,57.3,525.0,52.4,1184.0,54.0,50.0,42.1,19.0,100.0,2.0,57.5,226.0,57.9,418.0,100.0,1.0,,,False
64.7,17.0,51.4,72.0,52.1,259.0,52.6,19.0,55.1,98.0,51.9,129.0,53.5,198.0,50.9,57.0,53.5,99.0,61.3,225.0,False
