,Winrate_Blue_Top,Games_Blue_Top,Winrate_Blue_Jungle,Games_Blue_Jungle,Winrate_Blue_Mid,Games_Blue_Mid,Winrate_Blue_Carry,Games_Blue_Carry,Winrate_Blue_Support,Games_Blue_Support,Winrate_Red_Top,Games_Red_Top,Winrate_Red_Jungle,Games_Red_Jungle,Winrate_Red_Mid,Games_Red_Mid,Winrate_Red_Carry,Games_Red_Carry,Winrate_Red_Support,Games_Red_Support,Outcome,blue_winrates_avg,red_winrates_avg,avg_win_dif,blue_games_avg,red_games_avg
0,52.9,522.0,70.0,10.0,53.8,199.0,47.9,48.0,50.0,16.0,60.1,271.0,56.5,69.0,75.0,4.0,14.3,7.0,47.8,46.0,True,54.92,50.74,4.18,54.92,50.74
1,52.9,522.0,54.4,57.0,59.0,100.0,57.1,7.0,52.6,19.0,53.8,691.0,50.0,10.0,55.4,1761.0,50.3,143.0,37.5,16.0,True,55.2,49.4,5.800000000000004,55.2,49.4
2,,,66.7,3.0,56.2,477.0,50.3,143.0,37.5,16.0,52.6,643.0,52.4,1006.0,59.3,177.0,37.5,16.0,33.3,15.0,True,52.68,47.02,5.659999999999997,52.68,47.02
3,52.6,643.0,56.6,76.0,,,50.3,143.0,37.5,16.0,50.0,6.0,54.4,171.0,60.0,10.0,57.1,14.0,,,False,49.25,55.38,-6.130000000000003,49.25,55.38
4,37.5,8.0,54.9,82.0,,,57.1,7.0,47.8,46.0,54.6,875.0,53.2,124.0,56.4,307.0,52.5,244.0,65.4,26.0,True,49.32,56.42,-7.100000000000001,49.32,56.42
5,51.1,45.0,40.0,5.0,59.8,117.0,21.4,14.0,52.1,73.0,46.6,73.0,,,56.7,194.0,52.0,75.0,54.9,530.0,False,44.88,52.55,-7.669999999999995,44.88,52.55
6,,,,,58.7,75.0,59.8,117.0,16.7,6.0,50.0,2.0,,,56.6,143.0,,,75.8,33.0,False,45.07,60.8,-15.729999999999997,45.07,60.8
7,55.4,213.0,0.0,1.0,48.1,27.0,63.2,209.0,56.7,233.0,53.8,26.0,50.7,73.0,58.7,75.0,59.8,117.0,66.7,6.0,False,44.68,57.94,-13.259999999999998,44.68,57.94
8,50.0,4.0,41.7,12.0,58.7,75.0,59.8,117.0,56.3,144.0,62.8,78.0,48.9,703.0,65.7,67.0,60.0,15.0,75.0,4.0,False,53.3,62.48,-9.18,53.3,62.48
9,25.0,4.0,55.7,287.0,58.3,103.0,0.0,1.0,54.5,11.0,59.6,265.0,75.0,28.0,80.0,5.0,59.8,117.0,56.1,66.0,False,38.7,66.1,-27.39999999999999,38.7,66.1
10,60.3,353.0,,,44.8,29.0,59.8,117.0,33.3,3.0,41.8,165.0,55.4,251.0,48.5,272.0,,,60.0,10.0,True,49.55,51.42,-1.8700000000000045,49.55,51.42
11,51.1,879.0,40.0,10.0,57.4,61.0,52.6,19.0,0.0,2.0,,,50.7,73.0,59.7,196.0,59.8,117.0,51.4,35.0,False,40.22,55.4,-15.18,40.22,55.4
12,55.9,395.0,47.6,42.0,56.5,177.0,59.8,117.0,50.9,326.0,26.7,15.0,,,59.7,196.0,51.4,1591.0,57.6,33.0,True,54.14,48.85,5.289999999999999,54.14,48.85
13,,,14.3,7.0,47.8,23.0,59.8,117.0,50.9,171.0,57.1,7.0,55.6,27.0,68.4,38.0,54.5,407.0,50.0,6.0,False,43.2,57.12,-13.919999999999995,43.2,57.12
14,54.0,200.0,53.8,13.0,56.6,83.0,54.7,53.0,28.6,14.0,100.0,3.0,41.7,12.0,57.9,420.0,59.8,117.0,57.8,90.0,False,49.54,63.44,-13.899999999999999,49.54,63.44
15,25.0,4.0,42.9,7.0,30.8,13.0,49.3,69.0,50.0,20.0,85.7,7.0,100.0,1.0,59.8,117.0,100.0,1.0,54.6,713.0,False,39.6,80.02,-40.419999999999995,39.6,80.02
16,55.6,304.0,66.7,3.0,33.3,3.0,59.8,117.0,61.5,26.0,50.0,4.0,37.5,8.0,66.7,15.0,61.5,26.0,60.6,71.0,False,55.38,55.26,0.12000000000000455,55.38,55.26
17,49.9,682.0,26.8,41.0,52.4,21.0,50.0,16.0,60.1,271.0,16.7,6.0,61.1,18.0,51.0,580.0,59.8,117.0,58.3,12.0,True,47.84,49.38,-1.5399999999999991,47.84,49.38
18,49.9,682.0,0.0,1.0,58.3,12.0,59.8,117.0,56.2,73.0,43.8,16.0,58.4,370.0,53.5,43.0,58.8,34.0,50.0,20.0,False,44.84,52.9,-8.059999999999995,44.84,52.9
19,52.8,354.0,57.9,133.0,61.4,1180.0,45.9,270.0,26.3,19.0,16.7,6.0,25.0,4.0,56.0,605.0,59.8,117.0,55.0,333.0,True,48.86,42.5,6.359999999999999,48.86,42.5
20,66.7,12.0,25.0,8.0,20.0,5.0,59.8,117.0,51.8,438.0,51.0,241.0,30.0,10.0,33.3,15.0,44.4,18.0,58.8,17.0,True,44.66,43.5,1.1599999999999966,44.66,43.5
21,66.7,15.0,58.0,181.0,51.3,39.0,55.2,116.0,78.6,14.0,50.0,8.0,51.5,489.0,50.2,876.0,59.8,117.0,49.7,298.0,True,61.96,52.24,9.719999999999999,61.96,52.24
22,62.3,53.0,53.2,408.0,67.4,89.0,71.0,31.0,80.0,5.0,44.4,18.0,55.7,341.0,37.5,8.0,59.8,117.0,48.6,35.0,True,66.78,49.2,17.58,66.78,49.2
23,100.0,4.0,53.7,374.0,59.6,272.0,59.8,117.0,50.6,87.0,40.0,10.0,68.8,32.0,50.0,342.0,,,0.0,1.0,True,64.74,39.7,25.039999999999992,64.74,39.7
24,28.6,14.0,52.9,905.0,33.3,3.0,75.0,4.0,58.1,31.0,30.0,10.0,100.0,2.0,60.4,106.0,59.8,117.0,70.0,10.0,False,49.58,64.04,-14.460000000000008,49.58,64.04
25,44.4,27.0,50.0,64.0,44.1,59.0,59.5,42.0,50.0,16.0,44.7,38.0,54.4,79.0,49.4,415.0,59.8,117.0,48.4,31.0,False,49.6,51.34,-1.740000000000002,49.6,51.34
26,25.0,4.0,40.5,37.0,60.0,40.0,59.8,117.0,55.6,9.0,28.6,14.0,53.0,268.0,,,58.7,213.0,48.3,29.0,True,48.18,47.15,1.0300000000000011,48.18,47.15
27,50.0,10.0,53.0,462.0,58.7,75.0,59.8,117.0,100.0,1.0,0.0,1.0,52.3,235.0,51.9,478.0,25.0,8.0,50.0,6.0,True,64.3,35.84,28.459999999999994,64.3,35.84
28,50.0,2.0,57.1,21.0,51.4,1063.0,68.2,22.0,51.5,435.0,62.5,48.0,,,80.0,5.0,100.0,2.0,33.3,9.0,False,55.64,68.95,-13.310000000000002,55.64,68.95
29,60.9,64.0,68.6,35.0,80.0,5.0,59.8,117.0,71.4,28.0,53.4,116.0,43.6,101.0,53.2,79.0,50.0,2.0,58.8,34.0,True,68.14,51.8,16.340000000000003,68.14,51.8
30,52.3,260.0,60.5,43.0,58.7,75.0,59.8,117.0,60.0,10.0,52.2,23.0,,,,,56.3,32.0,48.5,66.0,True,58.26,52.33,5.93,58.26,52.33
31,53.1,96.0,33.3,6.0,58.7,75.0,59.8,117.0,54.6,302.0,42.9,7.0,50.0,38.0,42.9,7.0,50.0,34.0,45.8,24.0,True,51.9,46.32,5.579999999999998,51.9,46.32
32,61.1,18.0,56.3,16.0,80.0,5.0,59.8,117.0,27.3,11.0,69.7,33.0,58.1,43.0,56.0,50.0,44.4,9.0,100.0,1.0,False,56.9,65.64,-8.740000000000002,56.9,65.64
33,50.0,4.0,57.6,85.0,58.7,75.0,59.8,117.0,49.3,73.0,0.0,1.0,53.0,83.0,25.0,4.0,44.4,9.0,100.0,2.0,True,55.08,44.48,10.600000000000001,55.08,44.48
34,44.4,90.0,59.6,104.0,58.7,75.0,59.8,117.0,88.9,9.0,53.8,403.0,62.0,92.0,34.6,26.0,42.9,7.0,55.8,163.0,True,62.28,49.82,12.46,62.28,49.82
35,35.7,14.0,58.8,17.0,56.5,46.0,68.6,35.0,48.4,62.0,0.0,1.0,53.3,15.0,44.9,49.0,59.8,117.0,45.5,11.0,True,53.6,40.7,12.899999999999999,53.6,40.7
36,75.0,12.0,60.0,105.0,100.0,1.0,57.1,21.0,56.5,46.0,53.4,384.0,55.2,163.0,46.2,52.0,59.8,117.0,58.5,41.0,True,69.72,54.62,15.100000000000001,69.72,54.62
37,44.4,18.0,62.5,8.0,57.1,14.0,52.0,294.0,,,63.6,33.0,52.4,143.0,50.0,2.0,59.8,117.0,52.3,44.0,True,54.0,55.62,-1.6199999999999974,54.0,55.62
38,46.6,73.0,51.0,210.0,59.8,117.0,48.0,50.0,50.0,22.0,50.0,16.0,44.9,198.0,33.3,3.0,66.7,9.0,45.5,11.0,False,51.08,48.08,3.0,51.08,48.08
39,52.0,100.0,,,54.5,413.0,48.9,47.0,62.5,32.0,54.1,61.0,58.6,29.0,59.8,117.0,54.5,44.0,39.3,28.0,True,54.48,53.26,1.2199999999999989,54.48,53.26
40,55.3,103.0,56.4,39.0,59.8,117.0,58.7,75.0,0.0,5.0,54.1,159.0,45.2,31.0,58.5,106.0,50.0,2.0,50.0,2.0,False,46.04,51.56,-5.520000000000003,46.04,51.56
41,45.5,11.0,58.1,31.0,59.8,117.0,58.7,75.0,62.5,8.0,50.0,8.0,52.9,17.0,100.0,1.0,55.0,80.0,100.0,2.0,False,56.92,71.58,-14.659999999999997,56.92,71.58
42,20.0,5.0,60.2,113.0,59.8,117.0,61.7,47.0,68.8,16.0,67.1,152.0,12.5,8.0,57.0,100.0,,,50.0,54.0,True,54.1,46.65,7.450000000000003,54.1,46.65
43,,,50.0,6.0,58.0,100.0,33.3,6.0,56.3,16.0,53.8,52.0,55.0,20.0,59.8,117.0,100.0,3.0,64.0,25.0,False,49.4,66.52,-17.119999999999997,49.4,66.52
44,33.3,3.0,52.2,136.0,59.8,117.0,66.7,12.0,51.7,447.0,52.2,23.0,53.1,849.0,,,58.3,24.0,42.9,7.0,True,52.74,51.63,1.1099999999999994,52.74,51.63
45,62.5,40.0,25.0,20.0,59.8,117.0,58.7,75.0,40.0,5.0,57.5,160.0,56.9,72.0,57.1,7.0,33.3,3.0,100.0,1.0,False,49.2,60.96,-11.759999999999998,49.2,60.96
46,57.4,115.0,57.7,168.0,59.8,117.0,58.7,75.0,55.3,47.0,57.6,85.0,49.4,85.0,83.3,6.0,47.7,44.0,40.7,27.0,False,57.78,55.74,2.039999999999999,57.78,55.74
47,59.8,117.0,70.3,37.0,33.3,15.0,52.6,19.0,66.7,6.0,25.0,4.0,,,56.3,71.0,46.4,28.0,53.5,99.0,True,56.54,45.3,11.240000000000002,56.54,45.3
48,35.3,17.0,54.4,79.0,56.7,134.0,42.3,26.0,28.6,7.0,50.0,16.0,49.3,278.0,45.5,55.0,40.0,10.0,69.2,13.0,False,43.46,50.8,-7.339999999999996,43.46,50.8
49,57.1,63.0,62.9,70.0,59.8,117.0,48.4,124.0,51.8,695.0,,,57.1,7.0,27.8,18.0,75.0,8.0,47.0,100.0,True,56.0,51.72,4.280000000000001,56.0,51.72
50,12.5,8.0,39.3,28.0,0.0,5.0,0.0,3.0,0.0,2.0,50.6,1343.0,60.0,40.0,59.8,117.0,58.7,75.0,39.3,28.0,False,10.36,53.68,-43.32,10.36,53.68
51,35.3,17.0,33.3,3.0,12.5,8.0,58.7,75.0,25.0,4.0,74.2,31.0,100.0,1.0,52.0,50.0,,,65.6,64.0,False,32.96,72.95,-39.99,32.96,72.95
52,54.2,72.0,62.5,24.0,40.7,27.0,33.3,18.0,50.0,14.0,35.3,17.0,62.5,32.0,100.0,1.0,58.7,75.0,59.3,27.0,False,48.14,63.16,-15.019999999999996,48.14,63.16
53,,,55.6,9.0,38.9,36.0,58.6,174.0,50.9,110.0,75.0,4.0,100.0,1.0,100.0,4.0,58.7,75.0,50.0,10.0,False,51.0,76.74,-25.739999999999995,51.0,76.74
54,41.2,17.0,60.0,20.0,67.6,37.0,56.4,101.0,50.0,246.0,0.0,1.0,58.6,70.0,59.8,117.0,58.7,75.0,33.3,9.0,True,55.04,42.08,12.96,55.04,42.08
55,57.1,49.0,78.4,37.0,59.8,117.0,58.7,75.0,51.0,343.0,61.8,68.0,61.0,82.0,54.5,44.0,55.0,20.0,55.0,60.0,False,61.0,57.46,3.539999999999999,61.0,57.46
56,66.7,12.0,77.8,9.0,59.8,117.0,37.5,8.0,55.0,60.0,52.6,962.0,33.3,18.0,0.0,4.0,57.4,317.0,53.7,188.0,True,59.36,39.4,19.96,59.36,39.4
57,100.0,1.0,38.9,18.0,59.8,117.0,58.7,75.0,55.9,136.0,60.0,5.0,54.5,11.0,53.1,49.0,66.7,12.0,51.3,267.0,True,62.66,57.12,5.539999999999999,62.66,57.12
58,59.2,49.0,57.9,38.0,33.3,6.0,52.2,1619.0,54.9,366.0,77.8,9.0,59.3,27.0,59.8,117.0,58.7,75.0,48.1,160.0,True,51.5,60.74,-9.240000000000002,51.5,60.74
59,54.0,50.0,70.7,41.0,100.0,1.0,49.8,205.0,100.0,1.0,60.3,126.0,30.0,10.0,35.3,17.0,0.0,1.0,0.0,1.0,True,74.9,25.12,49.78,74.9,25.12
60,55.6,9.0,66.7,12.0,49.2,61.0,56.2,89.0,54.5,505.0,56.7,127.0,0.0,1.0,59.8,117.0,58.7,75.0,28.6,7.0,True,56.44,40.76,15.68,56.44,40.76
61,48.2,83.0,57.1,7.0,50.7,952.0,0.0,1.0,25.0,4.0,61.1,18.0,,,59.8,117.0,58.7,75.0,53.9,332.0,False,36.2,58.38,-22.18,36.2,58.38
62,100.0,1.0,71.4,7.0,59.8,117.0,58.7,75.0,,,33.3,9.0,50.0,16.0,46.2,93.0,50.0,8.0,40.0,10.0,True,72.47,43.9,28.57,72.47,43.9
63,46.4,28.0,,,,,60.6,104.0,0.0,1.0,53.8,13.0,,,59.8,117.0,58.7,75.0,42.6,54.0,False,35.67,53.72,-18.049999999999997,35.67,53.72
64,50.0,4.0,62.5,160.0,35.3,17.0,51.1,47.0,59.4,345.0,0.0,1.0,59.5,301.0,52.6,114.0,44.4,9.0,55.1,69.0,True,51.66,42.32,9.339999999999996,51.66,42.32
65,65.0,20.0,53.8,26.0,57.1,177.0,59.1,88.0,44.4,9.0,54.7,95.0,77.8,9.0,59.8,117.0,28.6,7.0,59.6,104.0,False,55.88,56.1,-0.21999999999999886,55.88,56.1
66,55.2,67.0,57.9,354.0,59.8,117.0,58.7,75.0,57.9,57.0,0.0,1.0,,,43.9,41.0,36.4,11.0,,,True,57.9,26.77,31.13,57.9,26.77
67,52.6,38.0,,,59.8,117.0,58.7,75.0,66.7,3.0,40.0,5.0,50.0,4.0,51.3,600.0,50.0,6.0,60.0,15.0,True,59.45,50.26,9.190000000000005,59.45,50.26
68,54.5,88.0,,,59.8,117.0,58.7,75.0,51.2,902.0,50.0,2.0,71.4,7.0,56.0,50.0,68.2,22.0,59.3,27.0,True,56.05,60.98,-4.93,56.05,60.98
69,100.0,1.0,53.3,15.0,40.4,52.0,54.5,242.0,57.6,59.0,51.7,60.0,50.7,71.0,59.8,117.0,60.0,5.0,0.0,1.0,True,61.16,44.44,16.72,61.16,44.44
70,51.5,1024.0,53.5,409.0,44.8,29.0,50.0,10.0,50.0,22.0,52.8,72.0,52.4,21.0,59.8,117.0,52.7,222.0,56.8,37.0,False,49.96,54.9,-4.939999999999998,49.96,54.9
71,53.3,287.0,100.0,1.0,59.8,117.0,58.7,75.0,45.5,11.0,51.9,79.0,50.0,66.0,70.0,10.0,65.4,52.0,53.8,93.0,True,63.46,58.22,5.240000000000002,63.46,58.22
72,35.3,17.0,52.6,19.0,58.4,161.0,60.0,5.0,56.3,497.0,20.0,5.0,59.7,390.0,47.9,359.0,66.7,15.0,52.7,419.0,True,52.52,49.4,3.1200000000000045,52.52,49.4
73,56.5,184.0,41.4,29.0,59.8,117.0,50.0,6.0,50.0,2.0,25.0,12.0,66.7,3.0,0.0,1.0,45.5,22.0,27.3,11.0,True,51.54,32.9,18.64,51.54,32.9
74,70.0,10.0,55.6,349.0,59.8,117.0,58.7,75.0,100.0,2.0,57.4,68.0,60.0,5.0,55.6,27.0,55.6,81.0,50.0,6.0,True,68.82,55.72,13.099999999999994,68.82,55.72
75,100.0,1.0,57.6,99.0,59.8,117.0,58.7,75.0,100.0,1.0,33.3,3.0,,,0.0,1.0,40.0,10.0,,,True,75.22,24.43,50.79,75.22,24.43
76,47.6,21.0,0.0,2.0,0.0,2.0,58.7,75.0,57.1,7.0,75.0,8.0,66.7,12.0,50.0,14.0,66.7,3.0,62.5,32.0,False,32.68,64.18,-31.500000000000007,32.68,64.18
77,50.0,8.0,64.4,59.0,59.8,117.0,50.0,6.0,53.4,247.0,66.7,3.0,52.1,511.0,33.3,6.0,50.0,2.0,28.6,7.0,True,55.52,46.14,9.380000000000003,55.52,46.14
78,56.2,130.0,46.2,13.0,35.3,17.0,,,44.1,34.0,55.6,9.0,54.7,344.0,80.0,15.0,43.8,16.0,53.7,41.0,False,45.45,57.56,-12.11,45.45,57.56
79,,,54.8,31.0,50.8,63.0,49.0,51.0,50.0,8.0,62.1,66.0,50.0,12.0,59.8,117.0,0.0,1.0,54.5,11.0,True,51.15,45.28,5.869999999999997,51.15,45.28
80,56.7,30.0,53.9,425.0,59.8,117.0,60.0,5.0,33.3,6.0,50.0,6.0,66.7,15.0,60.2,347.0,55.3,550.0,61.5,13.0,False,52.74,58.74,-6.0,52.74,58.74
81,59.8,117.0,50.0,2.0,37.1,35.0,50.0,6.0,75.0,4.0,70.0,10.0,48.5,33.0,52.0,102.0,65.3,72.0,49.2,126.0,False,54.38,57.0,-2.6199999999999974,54.38,57.0
82,,,75.0,8.0,47.4,19.0,52.2,23.0,44.4,18.0,55.8,52.0,48.8,43.0,35.3,17.0,58.7,75.0,54.8,62.0,True,54.75,50.68,4.07,54.75,50.68
83,62.5,8.0,75.0,12.0,41.4,29.0,,,51.0,351.0,54.5,22.0,43.8,32.0,59.8,117.0,58.7,75.0,100.0,1.0,False,57.48,63.36,-5.880000000000003,57.48,63.36
84,55.0,111.0,65.5,55.0,59.8,117.0,60.0,5.0,59.5,131.0,53.3,30.0,55.8,52.0,62.5,8.0,77.8,9.0,55.1,98.0,True,59.96,60.9,-0.9399999999999977,59.96,60.9
85,61.5,161.0,46.6,58.0,0.0,1.0,28.6,7.0,43.9,41.0,38.1,42.0,60.7,173.0,52.0,294.0,62.5,8.0,41.7,48.0,False,36.12,51.0,-14.880000000000003,36.12,51.0
86,60.0,5.0,34.3,35.0,65.7,70.0,50.5,91.0,55.5,391.0,45.3,139.0,0.0,1.0,66.7,12.0,64.3,112.0,45.7,70.0,True,53.2,44.4,8.800000000000004,53.2,44.4
87,57.3,96.0,52.7,256.0,65.7,105.0,61.9,21.0,54.5,132.0,57.4,470.0,25.0,4.0,40.0,5.0,56.4,264.0,65.4,52.0,True,58.42,48.84,9.579999999999998,58.42,48.84
88,52.9,467.0,50.0,12.0,52.9,17.0,66.7,6.0,41.7,12.0,,,53.8,13.0,53.8,13.0,33.3,39.0,58.9,146.0,True,52.84,49.95,2.8900000000000006,52.84,49.95
89,53.7,562.0,63.6,11.0,50.0,10.0,0.0,5.0,,,55.6,54.0,60.5,76.0,54.2,382.0,52.9,70.0,56.7,353.0,False,41.82,55.98,-14.159999999999997,41.82,55.98
90,52.8,144.0,75.9,29.0,47.5,40.0,85.7,7.0,55.6,243.0,54.2,552.0,62.7,83.0,49.2,61.0,20.0,15.0,66.7,57.0,True,63.5,50.56,12.939999999999998,63.5,50.56
91,58.2,679.0,50.0,48.0,55.2,834.0,54.7,391.0,52.2,23.0,59.4,32.0,100.0,12.0,53.8,13.0,,,57.1,28.0,False,54.06,67.58,-13.519999999999996,54.06,67.58
92,58.5,118.0,54.4,57.0,53.8,13.0,,,51.0,749.0,52.7,964.0,50.0,2.0,53.8,39.0,52.6,38.0,45.5,55.0,True,54.42,50.92,3.5,54.42,50.92
93,54.4,511.0,66.1,118.0,62.4,322.0,55.6,36.0,62.5,32.0,54.5,134.0,52.6,19.0,56.7,224.0,47.8,23.0,75.0,16.0,True,60.2,57.32,2.8800000000000026,60.2,57.32
94,,,57.3,689.0,53.4,148.0,55.4,121.0,51.2,41.0,,,57.3,131.0,57.0,107.0,48.9,45.0,75.0,16.0,False,54.32,59.55,-5.229999999999997,54.32,59.55
95,33.3,6.0,,,50.3,149.0,80.0,10.0,50.0,2.0,66.7,12.0,65.9,82.0,44.1,102.0,41.5,41.0,75.0,16.0,False,53.4,58.64,-5.240000000000002,53.4,58.64
96,50.0,2.0,35.7,28.0,47.4,19.0,43.8,16.0,75.0,4.0,65.2,23.0,60.3,141.0,57.0,107.0,55.1,207.0,69.6,23.0,False,50.38,61.44,-11.059999999999995,50.38,61.44
97,56.5,382.0,57.9,347.0,,,54.3,403.0,23.1,13.0,46.4,28.0,68.3,63.0,43.8,64.0,55.1,207.0,69.6,23.0,False,47.95,56.64,-8.689999999999998,47.95,56.64
98,67.6,34.0,68.3,63.0,46.7,15.0,65.2,89.0,69.6,23.0,54.9,51.0,44.9,49.0,53.3,377.0,62.5,8.0,50.6,2957.0,True,63.48,53.24,10.239999999999995,63.48,53.24
99,0.0,3.0,60.5,205.0,56.3,48.0,58.1,129.0,,,50.0,2.0,61.5,13.0,56.7,224.0,100.0,1.0,69.6,23.0,False,43.72,67.56,-23.840000000000003,43.72,67.56
100,55.6,9.0,,,44.4,18.0,36.4,11.0,75.0,16.0,64.3,98.0,43.5,23.0,54.9,386.0,0.0,1.0,0.0,3.0,True,52.85,32.54,20.310000000000002,52.85,32.54
101,53.9,193.0,66.7,9.0,48.5,68.0,50.0,16.0,41.2,17.0,50.0,36.0,60.3,58.0,,,55.6,18.0,14.3,7.0,True,52.06,45.05,7.010000000000005,52.06,45.05
102,0.0,2.0,52.4,21.0,0.0,2.0,55.6,18.0,14.3,7.0,50.0,2.0,45.0,20.0,100.0,1.0,55.6,81.0,100.0,2.0,False,24.46,70.12,-45.660000000000004,24.46,70.12
103,53.6,420.0,,,25.0,4.0,50.0,26.0,33.3,12.0,54.0,441.0,54.3,611.0,56.2,153.0,55.6,18.0,14.3,7.0,False,40.47,46.88,-6.410000000000004,40.47,46.88
104,80.0,10.0,,,54.2,349.0,50.0,10.0,14.3,7.0,53.8,13.0,32.4,37.0,51.7,205.0,45.3,53.0,,,False,49.62,45.8,3.8200000000000003,49.62,45.8
105,51.5,2817.0,51.1,231.0,50.0,10.0,65.1,43.0,75.0,16.0,61.0,490.0,,,56.3,339.0,55.0,20.0,57.8,147.0,True,58.54,57.53,1.009999999999998,58.54,57.53
106,100.0,1.0,66.7,3.0,66.7,60.0,65.1,43.0,51.2,1612.0,,,53.0,570.0,44.0,25.0,46.2,13.0,,,True,69.94,47.73,22.21,69.94,47.73
107,33.3,6.0,52.2,23.0,44.1,102.0,41.2,17.0,25.0,8.0,60.0,10.0,60.0,5.0,56.0,84.0,66.7,12.0,50.4,544.0,False,39.16,58.62,-19.46,39.16,58.62
108,77.8,18.0,56.2,723.0,20.0,5.0,72.7,22.0,51.2,84.0,53.5,215.0,,,50.0,22.0,48.3,58.0,50.0,8.0,True,55.58,50.45,5.1299999999999955,55.58,50.45
109,50.0,4.0,46.7,30.0,57.0,107.0,,,54.8,126.0,62.1,29.0,50.2,1048.0,50.0,14.0,63.3,49.0,58.8,102.0,False,52.12,56.88,-4.760000000000005,52.12,56.88
110,66.7,27.0,51.9,474.0,47.7,44.0,44.4,18.0,,,,,57.0,107.0,43.8,64.0,25.0,4.0,56.8,44.0,True,52.68,45.65,7.030000000000001,52.68,45.65
111,20.0,5.0,50.0,2.0,33.3,15.0,59.1,44.0,0.0,2.0,44.8,67.0,60.3,375.0,55.6,18.0,25.0,8.0,57.1,7.0,False,32.48,48.56,-16.080000000000005,32.48,48.56
112,60.0,5.0,,,51.4,488.0,65.1,43.0,50.0,54.0,53.8,52.0,42.3,52.0,57.9,19.0,,,68.0,25.0,False,56.62,55.5,1.1199999999999974,56.62,55.5
113,,,62.0,79.0,0.0,2.0,20.0,5.0,33.3,3.0,56.8,88.0,64.1,128.0,43.8,64.0,60.3,58.0,54.9,51.0,False,28.82,55.98,-27.159999999999997,28.82,55.98
114,54.7,298.0,33.3,9.0,0.0,2.0,48.1,308.0,41.2,17.0,100.0,2.0,58.0,81.0,57.0,107.0,57.8,154.0,54.7,86.0,False,35.46,65.5,-30.04,35.46,65.5
115,54.6,218.0,42.2,161.0,56.7,224.0,44.1,34.0,60.0,20.0,54.9,71.0,66.7,3.0,52.6,173.0,50.0,2.0,66.7,9.0,False,51.52,58.18,-6.659999999999997,51.52,58.18
116,61.2,139.0,53.0,83.0,63.0,100.0,65.1,43.0,,,42.9,7.0,33.3,3.0,75.0,4.0,74.4,39.0,73.2,41.0,True,60.58,59.76,0.8200000000000003,60.58,59.76
117,11.1,9.0,54.4,68.0,52.0,638.0,0.0,1.0,53.1,96.0,55.3,926.0,54.8,42.0,55.6,18.0,52.6,215.0,61.5,26.0,False,34.12,55.96,-21.840000000000003,34.12,55.96
118,55.3,926.0,55.7,352.0,57.9,95.0,,,63.7,91.0,0.0,1.0,,,43.8,64.0,55.6,333.0,56.0,75.0,True,58.15,38.85,19.299999999999997,58.15,38.85
119,53.6,69.0,63.4,41.0,51.9,27.0,45.1,51.0,53.1,966.0,54.9,415.0,39.2,51.0,43.8,64.0,58.3,12.0,75.0,16.0,False,53.42,54.24,-0.8200000000000003,53.42,54.24
120,54.4,609.0,54.4,103.0,56.7,224.0,47.9,351.0,69.6,23.0,66.7,18.0,50.0,6.0,57.1,7.0,38.9,18.0,47.4,19.0,True,56.6,52.02,4.579999999999998,56.6,52.02
121,41.2,17.0,,,37.5,16.0,50.0,92.0,,,52.1,286.0,61.0,187.0,43.8,64.0,70.6,17.0,75.0,16.0,False,42.9,60.5,-17.6,42.9,60.5
122,56.4,413.0,52.6,19.0,52.3,585.0,35.3,17.0,0.0,1.0,52.2,23.0,40.0,5.0,56.7,224.0,72.7,11.0,69.6,23.0,False,39.32,58.24,-18.92,39.32,58.24
123,0.0,1.0,57.1,7.0,54.2,24.0,28.6,7.0,63.2,19.0,52.2,23.0,33.3,12.0,57.0,107.0,72.7,11.0,69.6,23.0,False,40.62,56.96,-16.340000000000003,40.62,56.96
124,50.9,110.0,60.0,5.0,44.1,102.0,49.0,196.0,50.0,2.0,51.5,101.0,54.4,239.0,54.8,498.0,51.8,168.0,58.8,170.0,False,50.8,54.26,-3.460000000000001,50.8,54.26
125,53.2,109.0,63.6,11.0,50.0,16.0,55.6,9.0,51.8,220.0,45.9,148.0,69.6,56.0,46.7,15.0,60.5,76.0,70.0,10.0,True,54.84,58.54,-3.6999999999999957,54.84,58.54
126,53.0,83.0,60.0,65.0,75.0,4.0,65.1,43.0,57.1,7.0,54.5,101.0,36.4,11.0,50.6,174.0,50.0,14.0,41.5,82.0,True,62.04,46.6,15.439999999999998,62.04,46.6
127,42.2,109.0,50.5,93.0,57.5,179.0,48.5,33.0,54.6,97.0,57.1,49.0,45.8,24.0,45.7,35.0,54.0,139.0,57.1,7.0,True,50.66,51.94,-1.2800000000000011,50.66,51.94
128,59.5,37.0,54.5,44.0,43.8,64.0,55.6,259.0,100.0,1.0,59.6,47.0,40.9,137.0,54.2,153.0,35.7,14.0,51.9,27.0,True,62.68,48.46,14.219999999999999,62.68,48.46
129,0.0,2.0,46.2,13.0,47.5,40.0,48.6,35.0,0.0,1.0,56.1,66.0,63.0,54.0,55.6,18.0,52.6,399.0,70.0,10.0,False,28.46,59.46,-31.0,28.46,59.46
130,,,54.9,335.0,,,69.2,13.0,52.5,101.0,48.8,82.0,58.3,103.0,45.7,35.0,54.5,22.0,57.1,7.0,False,58.87,52.88,5.989999999999995,58.87,52.88
