,Summoner ID
198,xOC8AwtmTEXJmgbieZApqxyFR8Z8UvcjYxdxZRYTlyitXKgR
199,dNnCo-shuMgLkPVBRdQXtWK5BOHC5qvBs-O__1l-bIWdx6_D
200,SdwS29jk7VtfIY1I8cRxKo-2eBxgAH4qBKgsJJOzLe31_t23
201,hfSouBz0NwWt3U85pOjzyazv_Xr5P8V77tvXYv_aaM3QqqH4
202,D-LMgxPfm4tND_GTFQvJUoOegJm-qbp6IfPnUXXd_vh7359Z
203,WPw4ixL2IKnPlepPCvHhQAqjEFLv4cGdTdObNndRFaOYmzGS
204,J7T6S4bhvfQE3RAbn2VYE71DN8JrYyohjLLpZa_1fHNLgu_X
,Summoner ID
0,SdwS29jk7VtfIY1I8cRxKo-2eBxgAH4qBKgsJJOzLe31_t23
1,hfSouBz0NwWt3U85pOjzyazv_Xr5P8V77tvXYv_aaM3QqqH4
2,D-LMgxPfm4tND_GTFQvJUoOegJm-qbp6IfPnUXXd_vh7359Z
3,WPw4ixL2IKnPlepPCvHhQAqjEFLv4cGdTdObNndRFaOYmzGS
4,J7T6S4bhvfQE3RAbn2VYE71DN8JrYyohjLLpZa_1fHNLgu_X
5,v8Bfn0DQDBosE6n8AnnQuxubxLcHY8kxq_5Ta-gSfeHej94_
6,pMMC2udCcvT8VsgfENvOJXVJnKVyi_q628dcLV1DOGUDWarp
7,REDABg6FmMO4rSTffWNd-TbHsEgHAvOIDTYlkRnREZvPdEMv
8,7gypZJLPDw3Pxk72J98iR4ouXDWB52BMI0K2df6i0UegY7Ay
9,lXN27H24HhtksrKzx-oXMpPgO-EVpUKApRAULmIZmvTKhvmc
10,lukHutDkfHdTMHvCLkZM2ZVvNDK7wo3824QF4viRGM3hxKT_
11,POOIY9MWMdREczNJukex-aQ2mV9GGHW8KAwqrtUQ7P6JulYa
12,Hj-FTe5K8-yH9lYSSYFTLRopM-EZ1zemUzdf0wKivPWrRORQ
13,uq4eSVYaZZE1A_dl4shyJm-V-ulZ1C_zQorA4p4NdXCzB13C
14,eDelp9DxktSoYNfJ4VAdd7TqQKOc_8nQfqXo71r4U83Igdj0
15,Ql0me1WNdMLWg-qS5gusGeIKwZBj2O2yW3zD5yYFBT7WgDKI
16,ud7XzVxYTHh48ak4-QOQnWDWMeh12WoL7vXXvK66QigoRIfs
17,l-oERtt8lPpTHn6_yF6HjqhCPCWJdRmFcdFajoyNQB9WU5UL
18,IKuuXhDTt9p75qGGTAOm0689CnB_gwdTJ5AXPYAJAj59s0_I
19,VyOIPuPudMppR1F8BRxHNX2OxZfJYjh8QblyZ_aw1r1lj08_
20,R1vNWyAZOxEDvP6WPuGoxeXSdIhi4A4Qkocfn4JktZdga4iS
21,-M8rxBrMeRzjcDKt1d3yjuYQrFFNCSpiS-acw9k6P76CyHWe
22,L3kOnTAsTyTXX0gKvrm0JpoMkVXGoMdFnhiZBrp6Mre2KvOd
23,Q56NieT1qu3MDWoLz3vNWGTY59gg2DDaivw7IBYyKEejUOeL
24,EwFk8cJepUqgLz9SYgT06-7Bx1E440do4e0XyHVsaqIrUe6O
25,hcnMa6JldzknSkMlAoyBlrZ4m9HnXIJswCi8zk22w9G08ZaV
26,S18Lktvsx5I1Ii2Qf3NWvDvbFju1I2xeTQkBTGETp95iolbe
27,YpiWPFEYwbzkcJSxHDNd-g3vXE2MNEtqpl0Mc7KqLSqpTAjZ
28,-FWpC438TY0FvkoKYL4G7lr0yO-SQ6R2czvIINfh9qLh9AbQ
29,3qbSrSuneqSiZo3Ot_co1ZWGQPZAYnQnPAm2fazn2FiZ-e68
30,R1U6aUP1u9wqh4wUEHK0i0I9dEkqCP3L_17o175wlumuJRe6
31,nNsLBFbRrnYLNE_2HSqN49sOA3BAfQ4QRCSlxlFNWa0kVaa3
32,ZmgM01TPswumLKy6LTMihIp1N0HmXlRm_EVDG__N_EOZ0m25
33,Azzp7-9L0UaluRx1UzJAxO0nCPyUGk6_F6IXJLxGQxpIm40Z
34,0DAylfV8b3mTBw5kiphRcpmeSM03WMLnovIVb81o4pNabTlK
35,kM98ESS34KKP1OWvfIU8MJCaZAilJB2fvXquPlMSvTz8bfDt
36,kGX5BCI0782dv6K1l2hLaYLyH4o8GS2mUwUQSbN5Z-g7bPZD
37,cozAy4Ry0GFqpb-_jk8Lok-5odVjk-OnXKbH0sb9W_EEiKSf
38,o51f7ZTcxT_ADU2dwtBZ2HAwMdW-0fiPlqkQVOvz5ebrSOfp
39,KXtcQJpMKpedSO-nSojTPIrWPSMsouyMUoLWNiqZsTLwP1MD
40,Jh1Jia-mtx5K-ajW5S7dbRsZrGO0Az-9J0ITOvnaCiU33B-f
41,gZnilib_QcZ2MWGX1pSFvuomDG4NeAjC92C2ziWaPh3cF-WQ
42,lIxJPF3aKFi11mUqRNjOmJzS4LCYQ-YTlllimsk4GjJvQemr
43,RjYYT4Ee-PXeuht2PvRAm5Ej2SIZTz8-5p3ZzETqhFK6FrUe
44,rjgGhe0t_yL7yjsabnZdBJNdT00A5pe6wZpTpsg1jNnfmjo5
45,ddCJTFNLlm7F-5zx7zBRSTySYtp0yhQ9UpWQN0btOhExy1wo
46,JrEmiNOfGvpT9gk2oP58Bzq6FVe_50NYZUu4QjSr5culUMg-
47,E2I-mE0hFtcK7w4eXODYAc2uwaRuTI9YCB-8kXVkvByzoTVN
48,SdAdSNDyn_arQNxanAjmoO3gjC1FfFR-CPmKV8WYgeJ_QcoZ
49,CqsZPYeGIBLJ4qSrJLUDERQBBwgI-FrIQs093wHef3ync9_e
50,tFIhmGebadWJL-M2Iw0IezN0GvXXU2ZCFqLKF6HHGevzOTod
51,wUvLJrBQf_9_YmG7HN0FKzkLNc9auYYYkBHU9Oo3t-OdnNtA
52,71AZacb5jVlyKDtBFP9uctYS_q_uWSkbmv4Uvmbi5m5I4qqe
53,fCcpRRchh-8s8hc4FKeniQqo2jeEVKE4HA39Mj3cx6XAdchL
54,GSdEa7AnKU--34nnBioYSY5euVwbCJwcOIZPp097E05SP7qT
55,Wupeef8obuK0qdjQha6P1Asa57e_idc7K-fVqesEOrcga1xW
56,GJi1ivdUsNspL3KqmDZbxy-QBCQpyDhd7lTqUNXH4LenJZvL
57,GGpQXFVdv6FgldNJIppMH1_CPR1FVqGupBMaMk0Niu0wtbF7
58,HCL5VHl_E5ymc970hJyQObkc5436G2Z52esGO_mKggfKXWXp
59,x9mkZlCoOZdn-9KVbHpeTn69IyynJ10JQRHoEuPdbn1IFcIE
60,WiCwd4Wg1KGyqGQB1qBg0cmvvwqQTvHkIh4o4iZqZpTzYwXf
61,KgQajXPKUJuj2WXvI14XzwyWuKNWeglLGVD8JQYqWb1uPlLz
62,18OV2DCCk4RT5L05NR6SjMLCmhCbbDLttpH1yeRF3zamPsR-
63,K2Xmgm09ykxkwpCWY_mnePZ8vrSIL5m8Pi5jGzd5UhfuWcoU
64,XUcBBS7uskann6f1AsiSIsRPSmhsC0Dofu7j8qBfRo_wMAnI
65,qiQlruxfnDGB1o5Jg6S6zk3syxWLksN-jUz_045ZXEwIw8Es
66,qNvCEbiV5iukywMj6iAhG_tkBcEGW1agK9CbmoKB8X0eYD3p
67,1vgSfwlx_GKbm6kcYM-jqt6gOIMO6UQGDyUQMojc289nmgYj
68,aKi91PqeR9VGCVz2uJnYIm2e76SAxSLGTS3rtaUdwnsGWBG7
69,ouxsWI81-P_6JaCNuBmkMzVjPpXTUzp2aFZJPmJTT5n_5ywc
70,f5jgwQLJT0Avz6txq92G2c1po_BimzPN-q9rYpO2XYlXxw9w
71,hob-S5amb3xsEP0zQffuAQTAND7N-Ugmp6OfqhcvJd5F3UQM
72,ApdrNDXceo2xofm0A6P3I2BiSxmiqenZI3PPx7VisDjM4Mig
73,crehMBpRfB88KGS81csTF4lXBLu9nRz8m2DcC1TQwpYvITKS
74,8xfk160K-7IQC3QmQSVjjG9SM2VSzEOjhU-nMb733JKN0wuj
75,wn_yywrnL4TegaOr_AfAhpnsuB3k1yUxm2c0XfwItYidWsXN
76,Y9WCVNysj2VxV5M7g86COwVYUgRXx49HrV0jTsgsPWYQHXPG
77,6IfJAiWN0DBWKbwHkFYNPvpLm5rPFRNeNRkoUdeF46QVwMMr
78,CQv-nyPGEW3AfTxM23H1_qdwG_Ur571ZdACXRs5F0cW101n8
79,AQJn1CCU8GtzWvr5YfRT3B9BGgmivV_8WimxVHj8l4iGmyx9
80,xXvrKfqAFfvmRsSkfUeWwQkDYg9JP_Dbs45sFZ8vTczPZBaB
81,v9TCQxxukAkxJuhH1twlqqYBWWz0Mi_gsBKEzaaOCN3T3s7H
82,J_TrtoXp_xlk_aY0weTpIAe6Dt8q8mc0HQZ7S6fK-n8mp_Eu
83,Iw8bMrRFUlglthOCngpivjtRVr9FN0QfisPBQDX6OGa5UwB_
84,2qGVxukO-WkTcnS9-TEHjRKPpvQ-quDT6WMBfbqLjha0gbDB
85,tZ-rRB4-_pcmTw0PepOShBsH_IwFsmZx8b8ZNmY7LS_NfmUH
86,EwcAIswrP-wYiVMHDlBgdRochpo2iBPWRLvgX4E_KLTaIP7L
87,7TF3qByNbshjulVuQlQa-R-6KJ2q6IAWlW_xn_tGFPxF2RyG
88,KJRFBEOU0tFB8nJe1sB2aeCeCl68XyTL4M2u4gBoGVXsvKfc
89,LHau_jY5s5TX4AbpoQP9F_1HznV0M9p3vm1esjgWnRPuY6-b
90,OUykE6Ym-To-nKIGvQ6n3BBMerp1vUJfCfZ75fU-MkOVGn1l
91,jTS4Ez6ywRckENHaDQpSR_rzRjRP__0N6P8GONzDbIA44ryp
92,98lDJcBDrJz6W8Lr_z1aDTjvKJyz5gJPtdZxrDvHH4CW88Zj
93,cnPhpf7eh6g0dd1G5oLqaPboryjMZ6xcgORlijW1FSlm83EH
94,3opViJVNId_X4nEgeh53sBebjROPgXYqHPpjadBxqwsc3Qe3
95,7t_DgwXHB9rsCPxicge0wi-YhWDGtZQY6oOhLBIVQ2cMQF7a
96,i-CN8wyAD1pslGMciB0sjzseSc2heBGm2mtJ3MbsNcA-GDDI
97,F4eM9DPxWMTFuA5IZsGOcSKo6H9oD2n9MnLxpIJBBveQiXh2
98,B-w-HsCmlD6umG9CYxRQOM78alYl9zw2SUWUEcYPutAoepca
99,G91xWHyz_9a5FU1Wr4k1Dbg-fzlxcnJftYKM3rb4X1CfyysI
100,ZzU3O0UkHUzQcVzxSYbMqts0Tr-yKcCCv08pAfIPK42e9zgp
101,1rnMXe2F8QymgxqSO2sX5cw_uicJFMuKBq8YooL72xXEecf_
102,l3tU6GJXATR_ngnyRsepM9ScfX35rTJoHGJ-05HCaspjYGt3
103,h1gKjTgKew56Tnxh-XIQMMgu-MeSRk3ID807K_7n7ZLfqH-a
104,MDa_tIzQaLYpjEVFOic-MVOkNzGchs9ob3i2i8OMt2s4jOx8
105,6AxyOYRDiMMfriF3xpjwmxSiCrXB6_rT98g9fT_W_A_yWKUJ
106,Di6TvR88brU1Q-IAdXa8knNctMCZLtLHWbxl7fdzt0hGfSLv
107,iLb1Lxpo-XZg7LjS93Nyzyjp6Rhsdn_pNVkpkYibQv6FHTWs
108,eRNNhJ_OxqO0zOVAXE3wR2hp9nTyAY8u5dQovusSd3v6Qb0t
109,Twrh9_6oLc_8AlzIH8_Xima60czlXC8n-ocKMPB7zVIjONQO
110,llgnpg36s2MZGdGhyUYZhFjjz8Cn0qaKxcJEGDrECG42VL-3
111,CFxEdCwBoZfEEUmaqSzD8n22SKUnQAsrD1qJL0xHEf3_PLlU
112,ATeTVdCH5VYDkD0QPa2O1I2YAKmKmmTwO3gn4zcTzT83gN-2
113,RJgwO7RtpEu1XJirnrsoGVcNGIIzkbiENgbVsUAPNX2UEFCo
114,NuU6cP2Lmui8Vtet01Ke-nl09zOE1cYaccirhEnYBMTSBQPs
115,CkEv6tV8gAiTh8cC_qso820-vfoSP9YOXf3tPMWOIjvgkw0k
116,t8R0bhauuZShHn-1i1GD4ug3lU-ZExHthQci7Gs3iKnIeqL4
117,boCluQkNY1lF5s9Vdh0miWzYv3tN_V9-thYZ00S1yoXGt1T0
118,3qQhTU_zbNii3ES7l5grHgHANxzcnZHX6L6Ow9Zh6J4Es64D
119,HBAl1HjjBmJ6oCOZ7vqZIa0V6aSx2ueNRBHlc92HgvMLeuau
120,ISGUqh65WVGPnn5sq43fxjZ-yznyj0HhoTFIQiF5EVSSFjCv
121,XFm_XLrUy62nwhHbzsEjF3liX54A6v1KQL9c1vYX5ZcxNCG-
122,CtHI9wUf6T54cGmC8gdaV3y3HgZkcIS_C2pQeAOKqKnnEbEB
123,E1TKovAmnjLQM-6fc3iT4t3BrMohp2oADuuSc_WYcs22gUMW
124,NAjTtJKgXErZZv240_3SqU-ksJQXHny8dbQ9MkXpAMu0I3yz
125,XbOxOoJ2OEsobhsDeKGqGuMjYObbFnj8J5hjc9jjnP6-CpnG
126,WapdBpXYR0A2y9qd1j04dp0-jen0hzuko7BaexU8gql5o7hO
127,QZuBXRi8j-vNpVvbQFD1DRstLwt724ZT85GV6K-yu32E4zHB
128,uQ8Kzua9yZ_z3eqFpYB96nYVy_0hx4wKu_pW8j3AEzgnze2x
129,49iyasJdR3sHuO1kMHf5LoHhlTHIkMYi9kc0PBujTWeshzip
130,qNzi6IemBNwDw36ACNW7EWL2nc7GScvLYTxSzxX0qABzKMZY
131,UnXJh0Rn9h9uR72ZQ4v9qYLLiWRG8udh7Ny51XZ9t2q9ieW6
132,x8LSpZsxI-8kNcyCy5V_fN2qfhCPrIGh6HPf5ZGISfmJ_H-b
133,UzJ3TT9ZIXjVkapoeQuHB0uiOH2jHgslCMOQgpegqHyArLz-
134,aIFrf7GxkhFSfx17oF0Aaj6HHdVBSCJpr4H-D8kXEz7VtIDe
135,dFiZoGWgmrwIYKx5gsxxhXvsDlPqIKe4aJykvWlEM5vp1x_J
136,CEQ5BjavHYhh_sBL6pmMmo6ZvyUsKx070irlT5C5ONE5xHyc
137,tRIaG-w1AeTRKDEqjFS0JAdq4nMMw9DBuvy7vwVpSVW1RMbG
138,sreiFwJjEpfNlkN2WrGo4uHVC62gf93XFHIIiJiC-FpTw5Pt
139,DIP14ohlXBeHJcJ03L0EIfVio9u188NWaL3pLWQHMrJ4H_Ce
140,AU7_TpsVbAjydFz4d9oD-SUwKKyflQz7AMdr8Ae3oje4Y4WI
141,gietvzpqG5STqWHCiAkF_SQaXPzqjJNL6QERP4qMBgAsIGu6
142,gEAfi__6TYKgvU7rCCtuU8K6nDozbD681t4OZWJ-QZ86FkuZ
143,feLX9aE6fIQVxzANxSoPnZBHUUFXu0zbZbwh2hQlB_8xz1Vw
144,l58R8j2izvo0T9mkUGflaQJZGzMpwn4IouLwht8LA_GBGWI8
145,azCM229KU4SZxCCVReVBzVGhcSp30UlMkWLgZWhV95H9Hq8N
146,asWgeWCq2YQ9SdjJwrAS7Mo5gPA4zxpF8oIaCkl8h8eLg51o
147,m_ItxmKaZqfNcJHKj_RrI7uQqqtXk0ZL9tTuAVbqpwH7-zoh
148,Fw80iddIs9kkRlTlUfzV7Hg2y5cKpUvJTnz6Hixg_oDCRrRF
149,TqH_RkeDPJLWwiToWjGzcJ1cuE95kwdehJG9x5TkxHFqIpvN
150,TNHaVI8KAYUcb-JFJFg192DXN5BK-I4H4noi101V0jKxzud8
151,hbpKMpe-emn-Sbv02QcNHjMpRGdSpk3Xw7gCdAi_NFTfyCqc
152,9uuofegivb58bmbgmld08O4qzhdSW47bVRTUKVbbOFmMc672
153,8CuUmhsFwpn8a6PAErpqGvlGycgtO96A6xv7WBRt9LPyd8F0
154,5UXCkWmjIjEykQ9Pom5w3LmWpFjCG-K08CfUMGWZBer0pwAn
155,_ntih5X8pcTT5dA7n6VVI7y04futVQViN_Anp5e_GqARS7JU
156,kRbRQQKNyT1ekzAdsdIvtu6PA_N9wMtmQVpNdQSjZ3VcAfHB
157,3Db4S1y-Tq7rTsebTxUTm-L3XFgzL_oXvskMqbKAhoNB3q6T
158,4IQaqUbf7MevaKHyn2OiIUXXaGh5bzVWA_UgcLWzh8rdJmMb
159,qFEERNclFkPpwtAiFqjj6BVLx901eMN4B3nOoPUB3bA_LKvD
160,tbxoET-NsqiSFbIPDxNMG_Sa_FqDbbuEO0f8yN-TU28B_L10
161,ekB08RcYmTpa1tTYpDgIdqMGcBD0rjtYWL-M2TkRBobVivmh
162,TOzuAUjRQlr4Jb6w8lVdI-dzSUZdJCt7M5DxEVmEe_Qn6sAF
163,pFrHHvKGtSbArOPR5Ibiw4RjrR7fMRDc6SclqBfVKKOhDsOU
164,6g7mUDKqXWPfxa522zqOwinx6HyOx18PmWkn1lnxxZUw74C8
165,DnbFa30U22VDQdkALHKih0ew6kzE6fWr7ybRQH7wJ6yWQJa4
166,xf6JcfKK21LYiDq-xoZBYj2L80FnNchmkmQCo9i5kN8z0q2Y
167,1nrCZJ-GiiVKojSDScB4N3HSRjPMBkrarnidTolMzlTD41e3
168,Xv49D-QeNRS7n54U31NmIURdwLS0qCQP8doD_xmqomhbNU-Z
169,zJBnQm3tHQ_BwobbOaVVwOS5i8j72fm3ZhL5dXUWxzjS6aDm
170,CB3HJAcxZTBOIbE7BVy6JX75lYDzl9Bt8tdnlq5yJv2f8p3G
171,VquPKB6eTJtsAeITwJvKawseaLPCncU60KMJZbArp6Sh0Ptq
172,zVW-B6rHWC-AapLWYiVRMiOsaNWwfxyM92Cmafuj9GLW6bHs
173,lbQO-dYQUTKRZSoqlZuBtGz99FIPsusqN-hnsd9VQC2nx3qW
174,Ijk2VsWYhVfpzgkffDT8rLnnOYnk9liAxL4FXwSiOkY7XUp7
175,vktqRyK1tUt-74xMaYDC1Yc7syRu8OF_Th2YBqoZwDzhmAYd
176,-mYYnwlHIfbMd-gFL_7TnXABHS5zKbkxYNaZPWQmxQR9b_pA
177,fGgO81AM1wHN2sEy39i4Iiif--f83XmbjzzvxH2l_rw2VrAC
178,Q832Mm6h5KZiaRQCKVvYTQIkqsRKPmXtqarsrh5tmmjb38G1
179,GVWqtnuLo3V5wkOqWb95MnQ5wu99-lOr1mGk-8NgN-E5oyX5
180,Z3xk2ogPcdrf2ZTYOj7cZNZs9n9XJUa4M_11q2oGMcmZNr84
181,CtUukD801Cc93zeXQ66kNyA6YfTNMhep4syGkZB0wb4Ly26q
182,VQp-t8NGo6Lb6dBW_N6ZNnQ2-9HpJKe17icU5EYRSRneYAt4
183,oImVDmvDyvR9-onmLSQZ0Bixd12gemrfTa0PLQwG2zbGl_7D
184,MIpFX2pyJY6kHyaYU_JiacttBpVcTOJwEOq_2lhxqaEgvHyY
185,DjN0AWnYfAkTMQDvLD2TtouGGGwIOynrdx3h5HANVGIo9Zyl
186,zJfj5WXAPZHnADE8FqSdRicDOdYXJ8BSEIBDotmdXAHUnw3o
187,H4_UjneLfC69QLhaOgoKLhTAhYIClBxMlfR4jzADaVuEVT3d
188,VQeo5JLt_W8-mtyB8YFGZQCORlUuryaQQAv6ZnWaG140O1ne
189,v7lDx8xozoceIUDbwadTlYFDzupYPxDznLgr_-qQU42y841Y
190,v0y6EGkBYmj-_eT1JhwExtcECcDDA5TrtRw4bjIVyngtdzaf
191,TjAa7FBfgwQgIUgYQn10B_NY88Wm4j9dUWyxBAS_Em9EdBjw
192,Fwr_NojsnBCpq8wwwrWEe4T79T9sGq_J0rwUr51_1EcBOj7n
193,0hr-APjoPmvFlR8bLhiTggMl73PJ9l289eNEYjUIK-YG
194,unGrp9u_mDMWae4Myw2HbDXFBCYRFOa4ZuzFKp6KnpFd
195,s_3EFu2Jxxxt0dPxFrd3XM8aF0LDl2xmsJK3VyzTVlpN
196,b8xLwtjCCgrlzLMqgwwIfK31GH5Yr41uIcrbSWLH0snA
197,x1pQ1DbioDAoc9Qa7EvprNCcODkP_AKwru0fPgQE2uG-
198,OQDYheSJ_HpL-G5qX1jIWt4eOu5vPxtfbSbXzj0memVk
199,kmEm1HylFmQKJ1vHmxwlMaMLmsYO_ad9K8dQDUsigSit
200,G72MFf5c8-AP26-DdxORfES6_xvOYX46Hok_Zj7vT38Vrg0
201,dv_gWuKYUc_ystf5cUR60GJ3Np7UvwOBOelyMlhVbEffZd0
202,17W6IUx3A8no2bPld-s946t6JDTaIo8DXvwmzQdSIOliQk4
203,dFFJIvcbqVRLkBAA3bvxV8BUvKTBT2hBwP5Vk1zhl4iIaqI
204,-EvFs-nH_vkKo-hPKXy7I2k5NjttpaAIaYDVzSlFXZXvNv8
,Summoner ID
0,G72MFf5c8-AP26-DdxORfES6_xvOYX46Hok_Zj7vT38Vrg0
1,dv_gWuKYUc_ystf5cUR60GJ3Np7UvwOBOelyMlhVbEffZd0
2,17W6IUx3A8no2bPld-s946t6JDTaIo8DXvwmzQdSIOliQk4
3,dFFJIvcbqVRLkBAA3bvxV8BUvKTBT2hBwP5Vk1zhl4iIaqI
4,-EvFs-nH_vkKo-hPKXy7I2k5NjttpaAIaYDVzSlFXZXvNv8
5,9rT8ZTukpKFx_jm9yFWOQ0lXzCMeNPTfvpVIYxXezoSRQUU
6,Do7oYXWY7iVexwUpp9Up0fCwyOD-aHSJhBFK3wgqNSPfmfE
7,mbzqIVAawrd_eNccNw4GhtmedwzVpD_bgmhCeQa7fAlNvEc
8,E5sLZejVkViHbIsg39FmalYFRQfo86IQcsCJNNcJtBwY_Jw
9,kgDJkFGPCIEQnTPvHe1LtPo431OZgwz40gEqiDt-5mu46QQ
10,4Dmyzd2VYq_QtbFWKgn4QZhi3QOjvDiO2DAe7SqnDG2yE5c
11,lC9mnHZlAT5ebV6HV0K3OIsQq8_d1Ar4MDCd0cXPdtamfQI
12,thKV7eEQx_taztDTeAzqU48VnyMz_VtbjLfFsVrv3XI_7ME
13,ZGsijPj2VKVlNnzJHzsnYB2luGKEKqO4OZb_4sL2Wv_hfGc
14,qSHrZpUgp5FI8ounlpcrRHWFjXRkCfYU8osnKgp5_aJgdC4
15,sz4eg39tzdQxtYiqfIf2OU2HvvBoV2MX0gyCSgR-UjoG0tI
16,ZKdJhnQ9neQMVGTUpVF_dfrgETHoEzYvPe3xZlHlhcc06jA
17,QBBtHvv9xJBPOc1jY0hz7nGWKEAZb7A6FZFDLN9MR0Sdl9Y
18,bOlvE6-AARp0j7TV8xyT00Eow7Bqh1QaMg_t2TNpYHqn564
19,d3kh-Eg63WdRHv3FkLOj5RJTBYk0ROhknrX1-7927HKPhic
20,X_NIGeZ1_MWHUhVMsR5VHCaam1mQ4QUEukwCyz63v-p6NJc
21,JJ7nKv921jZJFanJUWpZ2c3lAhle4umaVnDiwJ1J663H-ko
22,LH97qvWBNOQ7omrnqYOXDkEY9h9bHM0SRcxs3DL9WrZIfqI
23,SwTABoqkTubjKo6zOQ-g26x2gyx2ecC7HSkKV4uqtduBjU0
24,KPEp0jbhpWnu3_1B6U_BQec9fYJTk7aGk9UGhdXI35RN3I4
25,4TgTEzE3pACd6spMjVcO5k6NFr4BRqf86RDg-cJ1gg-4iRo
26,TUiVnIuxuxglNBhs_304_1H9tPz0gWlQ4jyh30SLkNzlamI
27,iK22cQWr6kbPgNhTHwDD1zeLOjcK_Vax0sD3hb5AcbyIYq8
28,rDyK2QoiSsx8IKdP6aOdfFaE4DcAq2isytmFUdemDJaS9KE
29,HWJgj2lZwpiwN2h6DQQUjuLZ6kwXN4F11Ch8fqQGZ7JiwW4
30,MHAO3cvcpgLsPEWNmixIqqNbeswpY_5rFx4W33RzNvI7iR4
31,-rvAGGKKf9oICOlEJbvOIQBtfghuUm1V92NIp04NEeeOXZ0
32,-izsyM78qWPnivmlkTORvEN6HKuJ57_Gjf1uvEDSlxDHDm8
33,-viMS6ryDiLKBAG4DNbG7oC8PB0Y6mFu62g38U_GWACyEno
34,IqFcRZosi4Tg6pDRcC3ugKyMPUdlo78Bki6C6D8l1QOJZlU
35,QUnrtyD1m07wZ0G5JHzcYMh_dlve0eBQt2dPWR3d6LWR4Vw
36,d78S1ysjSEYyKt0S4UqmTTVCPRk70daQw5-LotiES9jH_9k
37,-n1n8C8vJc_OjFV-Xl4ovIgRXmngwhQVQk7loNkNCCGgy7I
38,Up9ASUa7Vz8oTOD9o0kIukeFyfR7M13zYpvHJaMTqLvUEqs
39,IUTef23gP2MkVXr3sI5qznfFF09twbiW9thFlNH8gci5RTM
40,l1jTHVBqWZ56h_sMtV8Ji_OnXx0m84B5v7XYSLW8v1FeeHc
41,zQcVDoNDhzpDvC2DOj9wzAlazeqjfZVCi53SEdTOi2sC9Jc
42,l1plk6UpINf3FBdkR4M5Qf7uVPpXkMOOGEpHIVfFocouO5A
43,0FDAMt62httW_X_1QjQqNKMeaQkgQscN1CB1Cx8zZoQRWfs
44,PjoVEO_6Ajd4-GGAgr2U05VNSHhgU5Mj83P1v6M8N9uM75U
45,OMXqi2H9Xp40PrQ4RpBT8swXTEL2Id3dDME_GKXx2zZpPJw
46,hW46ccnh1N2wuULkcSODAiDZoJHExa9DKzjDv3BNLaptZ8o
47,aVGevCH3rGe-KSYHQWzHaWrYewd1LN_vXuJYcDNYimGY9mM
48,QbIIQByOnnOq5FkBzTFLHX7WqUnfmLdx7PsHsQrqPpCkn6Y
49,7oKocIGmEnFIuQk3prC_UmplQSm9MC3wj2lE5PiXbX_ilgM
50,vMTBusUK1fAIh1F7HCBkPJtmFDEgoeVSXHk4wlh5abWuY5A
51,CIkxKI7GMbo4M7tX4KJUy7k9gpw_U65OwgL2Hf58rYvPn_g
52,gq8c96B7FMeDy2P2lu9SETOfevRxmit_Jk-ia4hkGwB9EC8
53,p3K0ZF0dZ6i_w9rJu3qEcq9sDW1eBjZy_SsDmjdmyzo2hWs
54,854cOiMl9zr_WUvRpd280wk3oV4rzAXODfJWJPKz1-kOFeQ
55,PCTUy-b00yRSOdqxsCxSNwoP26qx0P2iMjZzRk93PnHjGhY
56,uMqmYrIMt57iV5cyCQZC1ePaXKmPvfCWVhGpjnC39h7-XUU
57,8khNfmd6Yd29UW64e2omCrFnXIhZ7goi2kaU0kVXtkYQ0co
58,NTj7yGN8cFZmPwS1KGauUu5ZXOPmtlsYQoEX8rTG8Y_D7ec
59,Hpq37XKPseJY9hSqqhsh_00PWsCjuuMZJZRDTzNrhSqptl4
60,xJcUyouPsZXqIjqOS0VU2mZkb9G9ha1XYVFT2Zu1nuGtxqE
61,hiBERNJxMyUydWePHqJbci6-iZNmgmVmYvg8cN66RExMVSA
62,QoykbCEiopptQsrUQZxb709mr07jP_wRtjRG21mlX1Gc0G0
63,Cb9s0qyt9GMRJFYEkUcstLrXRJqJiKWYCtxyELp1HWrfe00
64,L08I2WqufY7SGa5HkfnWHBXiiYeBVNqXg5DcEid15RaehA4
65,FoXzmjxmSFfI_0MDNrK9ivd-gdXC_gpZn2AeBAIts2PNpEE
66,mVoJhE4BIH6geZgkLnxpQpo9eoEcleWTHufDmpvbzSKW0lE
67,D6o93aoL6c7Lz_zJcyoBPqEXWq5SUlloFIacSw8_8--yjyU
68,WNJJIAdeDFFN4qWzMUIVv1fT_-9a5zvmmRc70FbAce3qBB0
69,K9KCqD5PYE8QC6Ko5NsN0zoyFuprc40TGEZ9HHxgxUDzu6Q
70,pDPR_y6F5QYGmY-O7n3huJ-ZZibZJwCGopuHp2B4a0e9qYg
71,jDX4mtJeoDYHu9wHxRWkuzhFrQOaKuR-8uwDCJ7t6nb0dKM
72,eFFRuNp3Zp_7d3SSMnkgFWJZpuwng1ssLbi7zh05rkrdpeY
73,QhnDb4lDxEjXweLORCQoqszg1R2wW0iTi06EEkHQ8DcEVRs
74,P2_uiPuf7vitwFD-4DLUhgAGfwpoNfr86TQQe5MWJZyvjiI
75,Nzku3Q7heV2U2l4GTDb19d0THOD-fRCrC9bT4P9SbqxnPwc
76,SRFSFhd-kA3K4gzytQNZgg-1OPaqv6mieefy5cYp5JKL73Y
