,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Aout,Septembre,Octobre,Novembre
547,EUW1_5672910648,EUW1_5718548553,EUW1_5795847940,EUW1_5824155476,EUW1_5892997100,EUW1_5941937344,EUW1_5983334626,EUW1_6018481722,EUW1_6086290495,EUW1_6121908663,EUW1_6132321390
548,EUW1_5672807419,EUW1_5718339503,EUW1_5795852670,EUW1_5824109822,EUW1_5892720018,EUW1_5923292018,EUW1_5982041995,EUW1_6018076298,EUW1_6086257401,EUW1_6121604313,EUW1_6132355531
549,EUW1_5672792553,EUW1_5718259698,EUW1_5795699563,EUW1_5813140155,EUW1_5892405938,EUW1_5923133871,EUW1_5981419284,EUW1_6018070708,EUW1_6082914391,EUW1_6121489308,EUW1_6132192346
550,EUW1_5670438448,EUW1_5718213676,EUW1_5795723160,EUW1_5813174110,EUW1_5892320573,EUW1_5922729518,EUW1_5981342857,EUW1_6017886009,EUW1_6082588457,EUW1_6121533564,EUW1_6131339209
551,EUW1_5670391957,EUW1_5718047914,EUW1_5794912763,EUW1_5813077851,EUW1_5892211434,EUW1_5921491755,EUW1_5981239419,EUW1_6017668844,EUW1_6081862111,EUW1_6121448967,EUW1_6168491735
552,EUW1_5670232637,EUW1_5717982168,EUW1_5794759255,EUW1_5812786773,EUW1_5891883236,EUW1_5921367198,EUW1_5980921482,EUW1_6017674263,EUW1_6071302277,EUW1_6121210449,EUW1_6165982531
553,EUW1_5670173782,EUW1_5717813148,EUW1_5794669184,EUW1_5812609136,EUW1_5891674096,EUW1_5921316665,EUW1_5980865908,EUW1_6017484253,EUW1_6071287833,EUW1_6121217474,EUW1_6165949764
554,EUW1_5670054881,EUW1_5717687212,EUW1_5794683652,EUW1_5812696632,EUW1_5891567179,EUW1_5921262192,EUW1_5980823331,EUW1_6017450210,EUW1_6069776467,EUW1_6120882690,EUW1_6165864702
555,EUW1_5668214634,EUW1_5717275433,EUW1_5794469522,EUW1_5812604898,EUW1_5891285929,EUW1_5921045325,EUW1_5980421297,EUW1_6017056460,EUW1_6069773609,EUW1_6119867653,EUW1_6165835379
556,EUW1_5668044655,EUW1_5716351345,EUW1_5794464971,EUW1_5812641596,EUW1_5891290528,EUW1_5921052337,EUW1_5980289148,EUW1_6017142148,EUW1_6069431995,EUW1_6119794072,EUW1_6163720845
557,EUW1_5667947252,EUW1_5716246834,EUW1_5786502564,EUW1_5812038415,EUW1_5891173519,EUW1_5920929791,EUW1_5979650650,EUW1_6017038255,EUW1_6069388140,EUW1_6119697695,EUW1_6163551874
558,EUW1_5667918444,EUW1_5716120341,EUW1_5786413468,EUW1_5811894054,EUW1_5891089115,EUW1_5940828197,EUW1_5979049599,EUW1_6016699889,EUW1_6066688052,EUW1_6119417886,EUW1_6163482047
559,EUW1_5666453967,EUW1_5716143863,EUW1_5786286421,EUW1_5804276203,EUW1_5891133283,EUW1_5926087227,EUW1_5978430437,EUW1_6016666031,EUW1_6062019474,EUW1_6119444302,EUW1_6160106691
560,EUW1_5666377499,EUW1_5715886829,EUW1_5786148883,EUW1_5803921798,EUW1_5891049188,EUW1_5920996839,EUW1_5978017129,EUW1_6016568262,EUW1_6062016682,EUW1_6118114505,EUW1_6160058570
561,EUW1_5664515566,EUW1_5715870668,EUW1_5786201996,EUW1_5849731248,EUW1_5890933853,EUW1_5944601930,EUW1_5977459491,EUW1_6016478602,EUW1_6061962969,EUW1_6117309837,EUW1_6155177346
562,EUW1_5664491244,EUW1_5715602842,EUW1_5786004231,EUW1_5849587462,EUW1_5890920953,EUW1_5944559974,EUW1_5977465504,EUW1_6016513065,EUW1_6061929790,EUW1_6117374283,EUW1_6155035338
563,EUW1_5664064506,EUW1_5715252460,EUW1_5785847522,EUW1_5841965716,EUW1_5890703180,EUW1_5944500545,EUW1_5977500579,EUW1_6016417970,EUW1_6061858930,EUW1_6116820664,EUW1_6154951557
564,EUW1_5662258607,EUW1_5715196386,EUW1_5785901479,EUW1_5839934079,EUW1_5890680459,EUW1_5944388461,EUW1_5977094821,EUW1_6035046880,EUW1_6061733103,EUW1_6116701397,EUW1_6154848701
565,EUW1_5662024560,EUW1_5714462780,EUW1_5785579000,EUW1_5839025164,EUW1_5890596836,EUW1_5943606030,EUW1_5976534578,EUW1_6034909545,EUW1_6061648709,EUW1_6116707412,EUW1_6154700857
566,EUW1_5661934841,EUW1_5714382320,EUW1_5785592562,EUW1_5838978612,EUW1_5890612132,EUW1_5939866127,EUW1_5976500243,EUW1_6034894279,EUW1_6061565972,EUW1_6114329376,EUW1_6137985383
567,EUW1_5661386792,EUW1_5713726896,EUW1_5785497939,EUW1_5838991702,EUW1_5890558013,EUW1_5939864623,EUW1_5976467662,EUW1_6011210633,EUW1_6061508736,EUW1_6114295698,EUW1_6137910567
568,EUW1_5661294364,EUW1_5713680732,EUW1_5785513800,EUW1_5838821813,EUW1_5890512887,EUW1_5934492289,EUW1_5976473682,EUW1_6011045913,EUW1_6061089532,EUW1_6105604507,EUW1_6137212646
569,EUW1_5659029602,EUW1_5713532456,EUW1_5785105963,EUW1_5838783433,EUW1_5890418829,EUW1_5934409010,EUW1_5974890020,EUW1_6040305665,EUW1_6061000256,EUW1_6104271004,EUW1_6136387965
570,EUW1_5657900445,EUW1_5713485169,EUW1_5785101481,EUW1_5836347365,EUW1_5890212146,EUW1_5931837208,EUW1_5974876427,EUW1_6040244015,EUW1_6060973851,EUW1_6104278066,EUW1_6136306934
571,EUW1_5657842044,EUW1_5708395998,EUW1_5785046159,EUW1_5835456502,EUW1_5888431793,EUW1_5931772276,EUW1_5974863831,EUW1_6039908673,EUW1_6059538062,EUW1_6102852136,EUW1_6136068907
572,EUW1_5657823369,EUW1_5708357274,EUW1_5784709244,EUW1_5835359236,EUW1_5888343606,EUW1_5931615842,EUW1_5974612614,EUW1_6039739754,EUW1_6059455312,EUW1_6102916654,EUW1_6134951739
573,EUW1_5657434831,EUW1_5705906145,EUW1_5784652227,EUW1_5835334500,EUW1_5887904451,EUW1_5931536932,EUW1_5973181959,EUW1_6039522955,EUW1_6059261637,EUW1_6100790121,EUW1_6134462169
574,EUW1_5657364561,EUW1_5705465029,EUW1_5784415956,EUW1_5826562446,EUW1_5887851898,EUW1_5930461251,EUW1_5972129130,EUW1_6039494423,EUW1_6059328134,EUW1_6099468091,EUW1_6132349605
575,EUW1_5657301375,EUW1_5750026929,EUW1_5784362437,EUW1_5826466719,EUW1_5886682276,EUW1_5928042608,EUW1_5971421854,EUW1_6039331236,EUW1_6057834644,EUW1_6095203264,EUW1_6131290256
576,EUW1_5656630544,EUW1_5750073814,EUW1_5784328069,EUW1_5826214190,EUW1_5886556540,EUW1_5924779031,EUW1_5970242887,EUW1_6039292728,EUW1_6057698176,EUW1_6094296348,EUW1_6148574143
577,EUW1_5655520474,EUW1_5746132170,EUW1_5784322331,EUW1_5826108778,EUW1_5886508451,EUW1_5924813243,EUW1_5970160426,EUW1_6039209033,EUW1_6057490323,EUW1_6094121242,EUW1_6148523973
578,EUW1_5655340210,EUW1_5745964743,EUW1_5784235251,EUW1_5826104864,EUW1_5886361656,EUW1_5924689348,EUW1_5968380262,EUW1_6038370321,EUW1_6056306727,EUW1_6093072807,EUW1_6148331460
579,EUW1_5655324361,EUW1_5734832931,EUW1_5783798287,EUW1_5826059569,EUW1_5886219746,EUW1_5922787376,EUW1_5967811577,EUW1_6038405573,EUW1_6054691797,EUW1_6092246417,EUW1_6148286583
580,EUW1_5655029930,EUW1_5724381578,EUW1_5783775852,EUW1_5825850191,EUW1_5886234096,EUW1_5922640996,EUW1_5967735952,EUW1_6036188245,EUW1_6054696813,EUW1_6091667732,EUW1_6148253093
581,EUW1_5655013780,EUW1_5722486214,EUW1_5783700396,EUW1_5825855420,EUW1_5885253044,EUW1_5922596891,EUW1_5967722275,EUW1_6036132451,EUW1_6054672622,EUW1_6090620772,EUW1_6148208509
582,EUW1_5654927423,EUW1_5721822626,EUW1_5783629380,EUW1_5825861495,EUW1_5885187054,EUW1_5922554520,EUW1_5966891743,EUW1_6036146555,EUW1_6054471106,EUW1_6090647202,EUW1_6148149195
583,EUW1_5649720299,EUW1_5721763539,EUW1_5783278484,EUW1_5824557355,EUW1_5885069104,EUW1_5920475789,EUW1_5966849166,EUW1_6035709293,EUW1_6050009316,EUW1_6090200966,EUW1_6148112710
584,EUW1_5648052667,EUW1_5721576507,EUW1_5783273164,EUW1_5824199954,EUW1_5884516461,EUW1_5920453581,EUW1_5966856940,EUW1_6035667084,EUW1_6049880353,EUW1_6090234446,EUW1_6148001959
585,EUW1_5703847880,EUW1_5721550461,EUW1_5782820817,EUW1_5822449811,EUW1_5884491322,EUW1_5909141115,EUW1_5966797431,EUW1_6034225920,EUW1_6049867720,EUW1_6090127864,EUW1_6147957348
586,EUW1_5701081564,EUW1_5720438478,EUW1_5782745201,EUW1_5821593451,EUW1_5884321752,EUW1_5909053884,EUW1_5966758530,EUW1_6033126563,EUW1_6049903100,EUW1_6089718509,EUW1_6147337107
587,EUW1_5700014203,EUW1_5720454107,EUW1_5782688804,EUW1_5821558431,EUW1_5884113598,EUW1_5902601107,EUW1_5966432997,EUW1_6033032177,EUW1_6049767052,EUW1_6089536918,EUW1_6147256026
588,EUW1_5699918019,EUW1_5720441915,EUW1_5782682345,EUW1_5820587921,EUW1_5883895495,EUW1_5935160738,EUW1_5966053162,EUW1_6033039102,EUW1_6049793456,EUW1_6089283441,EUW1_6147208812
589,EUW1_5699655149,EUW1_5720398462,EUW1_5782636840,EUW1_5820412356,EUW1_5883869894,EUW1_5935130621,EUW1_5965919596,EUW1_6033082620,EUW1_6049238548,EUW1_6088872714,EUW1_6147151884
590,EUW1_5698756533,EUW1_5720404763,EUW1_5782092923,EUW1_5820299717,EUW1_5882385177,EUW1_5934530131,EUW1_5965482429,EUW1_6032967305,EUW1_6047093437,EUW1_6088520258,EUW1_6147080766
591,EUW1_5697323054,EUW1_5720310025,EUW1_5781957574,EUW1_5820287236,EUW1_5882329880,EUW1_5934478141,EUW1_5965427627,EUW1_6032963572,EUW1_6046931892,EUW1_6087600625,EUW1_6147016214
592,EUW1_5697235109,EUW1_5720254833,EUW1_5781845749,EUW1_5820361198,EUW1_5882050373,EUW1_5934423715,EUW1_5965433590,EUW1_6032812948,EUW1_6046936156,EUW1_6087587677,EUW1_6146972486
593,EUW1_5697076458,EUW1_5720185616,EUW1_5781789557,EUW1_5820196982,EUW1_5879686060,EUW1_5934348246,EUW1_5965349057,EUW1_6031541760,EUW1_6046850904,EUW1_6127328871,EUW1_6146909436
594,EUW1_5696579149,EUW1_5718980543,EUW1_5780888164,EUW1_5820120093,EUW1_5878561470,EUW1_5934413073,EUW1_5965372426,EUW1_6031546753,EUW1_6046456952,EUW1_6127252256,EUW1_6146741958
595,EUW1_5696543174,EUW1_5718829576,EUW1_5780864700,EUW1_5820131944,EUW1_5878387261,EUW1_5934360549,EUW1_5964741449,EUW1_6031593430,EUW1_6046350494,EUW1_6127149264,EUW1_6146647998
596,EUW1_5696467533,EUW1_5718787493,EUW1_5780816585,EUW1_5819301866,EUW1_5877927160,EUW1_5934284736,EUW1_5964517886,EUW1_6031470740,EUW1_6044258689,EUW1_6124689853,EUW1_6146607564
597,EUW1_5696522619,EUW1_5718606199,EUW1_5780830594,EUW1_5818988914,EUW1_5877859727,EUW1_5934280905,EUW1_5964440043,EUW1_6030822033,EUW1_6043902597,EUW1_6124675913,EUW1_6145354664
598,EUW1_5696389026,EUW1_5718641183,EUW1_5780703479,EUW1_5818995111,EUW1_5876313955,EUW1_5934166887,EUW1_5964412770,EUW1_6030787831,EUW1_6043819174,EUW1_6124551012,EUW1_6145327561
599,EUW1_5696366815,EUW1_5718355381,EUW1_5780635403,EUW1_5848872190,EUW1_5876219259,EUW1_5934143266,EUW1_5963022979,EUW1_6030734867,EUW1_6043776327,EUW1_6121900762,EUW1_6145290131
600,EUW1_5694008067,EUW1_5717974978,EUW1_5780346569,EUW1_5848719579,EUW1_5875436367,EUW1_5933757046,EUW1_5962821375,EUW1_6030685983,EUW1_6043793408,EUW1_6121883729,EUW1_6145239147
601,EUW1_5694063293,EUW1_5717888323,EUW1_5780128748,EUW1_5848736843,EUW1_5875348187,EUW1_5921726727,EUW1_5962754854,EUW1_6027796357,EUW1_6043710733,EUW1_6120504492,EUW1_6145213185
602,EUW1_5692069329,EUW1_5717761214,EUW1_5778661404,EUW1_5847056326,EUW1_5875312743,EUW1_5921638884,EUW1_5961732163,EUW1_6026743770,EUW1_6043487058,EUW1_6116838637,EUW1_6144974226
603,EUW1_5691918627,EUW1_5717674786,EUW1_5778536240,EUW1_5839319183,EUW1_5875186601,EUW1_5921672558,EUW1_5961666175,EUW1_6026649576,EUW1_6043475359,EUW1_6111766098,EUW1_6144947736
604,EUW1_5691915330,EUW1_5717461675,EUW1_5778467907,EUW1_5839307727,EUW1_5874558776,EUW1_5921243170,EUW1_5961602277,EUW1_6025257449,EUW1_6043381458,EUW1_6111671749,EUW1_6144750379
605,EUW1_5691807392,EUW1_5717407588,EUW1_5778012382,EUW1_5845776906,EUW1_5874534486,EUW1_5921206806,EUW1_5961526821,EUW1_6025271374,EUW1_6043425390,EUW1_6111677077,EUW1_6144664207
606,EUW1_5691190903,EUW1_5717269767,EUW1_5777958149,EUW1_5836220412,EUW1_5852974810,EUW1_5921192015,EUW1_5961562799,EUW1_6025223281,EUW1_6043321323,EUW1_6100109785,EUW1_6144588368
607,EUW1_5691113133,EUW1_5717266534,EUW1_5777867773,EUW1_5831673427,EUW1_5852611863,EUW1_5921099066,EUW1_5961379257,EUW1_6025118605,EUW1_6043333974,EUW1_6094186887,EUW1_6144039924
608,EUW1_5690987285,EUW1_5716994559,EUW1_5777773398,EUW1_5829205702,EUW1_5852429239,EUW1_5921103699,EUW1_5961125702,EUW1_6024680266,EUW1_6043238363,EUW1_6131320881,EUW1_6144009956
609,EUW1_5690172317,EUW1_5717023053,EUW1_5776959584,EUW1_5823784167,EUW1_5852482658,EUW1_5920730492,EUW1_5960820590,EUW1_6024675128,EUW1_6043143588,EUW1_6131257560,EUW1_6143975581
610,EUW1_5690141015,EUW1_5717021300,EUW1_5776935225,EUW1_5820723093,EUW1_5852370262,EUW1_5920706288,EUW1_5960453487,EUW1_6023481951,EUW1_6042310864,EUW1_6131181967,EUW1_6143947144
611,EUW1_5690098766,EUW1_5716898761,EUW1_5777000943,EUW1_5819670828,EUW1_5852365872,EUW1_5920663937,EUW1_5960380624,EUW1_6023287851,EUW1_6042345149,EUW1_6130982465,EUW1_6142759355
612,EUW1_5690047795,EUW1_5716944858,EUW1_5776907765,EUW1_5819346149,EUW1_5852343279,EUW1_5917674325,EUW1_5960168994,EUW1_6022386985,EUW1_6042261369,EUW1_6130867697,EUW1_6142650407
613,EUW1_5686060784,EUW1_5716871309,EUW1_5776863053,EUW1_5819351218,EUW1_5851913687,EUW1_5917619810,EUW1_5960148661,EUW1_6022134926,EUW1_6081197040,EUW1_6130885753,EUW1_6141047907
614,EUW1_5685925539,EUW1_5711162208,EUW1_5776362201,EUW1_5819022895,EUW1_5851798748,EUW1_5917614853,EUW1_5959493129,EUW1_6022102434,EUW1_6073414779,EUW1_6129196726,EUW1_6140994148
615,EUW1_5685869125,EUW1_5710024792,EUW1_5774862484,EUW1_5808548647,EUW1_5850952978,EUW1_5917581824,EUW1_5959368902,EUW1_6021928411,EUW1_6071505672,EUW1_6127866709,EUW1_6140942897
616,EUW1_5685708602,EUW1_5709712204,EUW1_5774352460,EUW1_5808553374,EUW1_5850737263,EUW1_5917454473,EUW1_5959453466,EUW1_6021738389,EUW1_6071370431,EUW1_6127853682,EUW1_6140730403
617,EUW1_5685795054,EUW1_5709463267,EUW1_5774156717,EUW1_5808479516,EUW1_5850733748,EUW1_5917245684,EUW1_5959381754,EUW1_6020602874,EUW1_6071358139,EUW1_6127812835,EUW1_6140672479
618,EUW1_5685782942,EUW1_5709320120,EUW1_5770787662,EUW1_5803362589,EUW1_5850569024,EUW1_5913148429,EUW1_5958662477,EUW1_6020469182,EUW1_6060142828,EUW1_6127749250,EUW1_6139827126
619,EUW1_5685711012,EUW1_5709334478,EUW1_5770694436,EUW1_5843010833,EUW1_5850611304,EUW1_5913163977,EUW1_5958567252,EUW1_6020230177,EUW1_6059968952,EUW1_6127726931,EUW1_6138792457
620,EUW1_5685640005,EUW1_5709219276,EUW1_5770608923,EUW1_5842867780,EUW1_5850535969,EUW1_5913099391,EUW1_5957583298,EUW1_6015798135,EUW1_6051480615,EUW1_6127602356,EUW1_6138755587
621,EUW1_5685619031,EUW1_5709205299,EUW1_5770644527,EUW1_5842943519,EUW1_5850416344,EUW1_5913073736,EUW1_5957478343,EUW1_6014846104,EUW1_6051476215,EUW1_6127637177,EUW1_6138699235
622,EUW1_5685657801,EUW1_5709210623,EUW1_5770601891,EUW1_5842368056,EUW1_5850392450,EUW1_5912394069,EUW1_5957473358,EUW1_6014449187,EUW1_6049379151,EUW1_6126301659,EUW1_6138642601
623,EUW1_5685686393,EUW1_5708300278,EUW1_5770498184,EUW1_5841748591,EUW1_5894176885,EUW1_5911443272,EUW1_5957233668,EUW1_6013361239,EUW1_6082102775,EUW1_6126280972,EUW1_6138514773
624,EUW1_5685665200,EUW1_5705332733,EUW1_5770535498,EUW1_5841444964,EUW1_5898917271,EUW1_5911382060,EUW1_5957042806,EUW1_6008062045,EUW1_6075719486,EUW1_6126230188,EUW1_6138455081
625,EUW1_5685604654,EUW1_5705295619,EUW1_5769689352,EUW1_5839381651,EUW1_5893260050,EUW1_5911369209,EUW1_5956984876,EUW1_6007731405,EUW1_6073442186,EUW1_6126298455,EUW1_6138007398
626,EUW1_5685681388,EUW1_5705281789,EUW1_5769643931,EUW1_5838170846,EUW1_5893295536,EUW1_5911357188,EUW1_5956980480,EUW1_6006402264,EUW1_6073366899,EUW1_6126297437,EUW1_6137957792
627,EUW1_5685595437,EUW1_5705207118,EUW1_5769557632,EUW1_5828520412,EUW1_5893147470,EUW1_5910502255,EUW1_5956674880,EUW1_6005564151,EUW1_6073269629,EUW1_6126296126,EUW1_6137874396
628,EUW1_5683380897,EUW1_5755324568,EUW1_5769551750,EUW1_5826854994,EUW1_5893122282,EUW1_5909750466,EUW1_5956605263,EUW1_6005513372,EUW1_6073089962,EUW1_6126264971,EUW1_6136474469
629,EUW1_5683339436,EUW1_5755244841,EUW1_5768583373,EUW1_5825548477,EUW1_5893028214,EUW1_5909566711,EUW1_5954202554,EUW1_6005469741,EUW1_6064865963,EUW1_6126204228,EUW1_6136404242
630,EUW1_5683249146,EUW1_5754790488,EUW1_5768487055,EUW1_5822514909,EUW1_5892988047,EUW1_5909581016,EUW1_5954126746,EUW1_6005493633,EUW1_6064814340,EUW1_6126100499,EUW1_6136331051
631,EUW1_5683306774,EUW1_5754600085,EUW1_5768370400,EUW1_5820710888,EUW1_5891204481,EUW1_5906359732,EUW1_5954132398,EUW1_6005027474,EUW1_6062664883,EUW1_6126126443,EUW1_6136266534
632,EUW1_5683245613,EUW1_5754382814,EUW1_5767383601,EUW1_5818996737,EUW1_5888130064,EUW1_5906347058,EUW1_5953907593,EUW1_6004433851,EUW1_6058418237,EUW1_6126010151,EUW1_6136201914
633,EUW1_5683273031,EUW1_5754276593,EUW1_5767287742,EUW1_5815804621,EUW1_5888024214,EUW1_5906263592,EUW1_5953934231,EUW1_6004190134,EUW1_6058403088,EUW1_6125744786,EUW1_6136121797
634,EUW1_5683149931,EUW1_5754284263,EUW1_5767219911,EUW1_5811387551,EUW1_5887868931,EUW1_5906204170,EUW1_5953454980,EUW1_6003115274,EUW1_6058324406,EUW1_6125564550,EUW1_6136055327
635,EUW1_5683206239,EUW1_5754158395,EUW1_5785384573,EUW1_5809809444,EUW1_5887894954,EUW1_5906151893,EUW1_5952881204,EUW1_6002591246,EUW1_6058274629,EUW1_6125223410,EUW1_6135956571
636,EUW1_5683143146,EUW1_5746985169,EUW1_5785421572,EUW1_5809795321,EUW1_5884561950,EUW1_5906035391,EUW1_5952777063,EUW1_6002487091,EUW1_6058152905,EUW1_6125168142,EUW1_6135799900
637,EUW1_5683052959,EUW1_5745517523,EUW1_5784119486,EUW1_5809578582,EUW1_5884213080,EUW1_5905949680,EUW1_5952739664,EUW1_6002218634,EUW1_6057998404,EUW1_6125213099,EUW1_6135748065
638,EUW1_5682956487,EUW1_5743666200,EUW1_5782770520,EUW1_5806752580,EUW1_5873420242,EUW1_5905941661,EUW1_5995052042,EUW1_6002202133,EUW1_6044028908,EUW1_6125069307,EUW1_6135423419
639,EUW1_5682569246,EUW1_5723590412,EUW1_5782665760,EUW1_5803253338,EUW1_5873317447,EUW1_5905768033,EUW1_5994947337,EUW1_6002067688,EUW1_6087092502,EUW1_6125056649,EUW1_6135397917
640,EUW1_5682429735,EUW1_5723602158,EUW1_5780621272,EUW1_5849844510,EUW1_5873311943,EUW1_5903019156,EUW1_5994993229,EUW1_6001544647,EUW1_6087015331,EUW1_6125074247,EUW1_6134508590
641,EUW1_5682374135,EUW1_5723363332,EUW1_5779826713,EUW1_5849400557,EUW1_5873221885,EUW1_5903023285,EUW1_5994859187,EUW1_6001254851,EUW1_6086901413,EUW1_6125033143,EUW1_6131264959
642,EUW1_5681901666,EUW1_5721995705,EUW1_5776917915,EUW1_5846836161,EUW1_5873193923,EUW1_5902988384,EUW1_5994826066,EUW1_6001250796,EUW1_6086441823,EUW1_6124449976,EUW1_6131042049
643,EUW1_5678525899,EUW1_5721828818,EUW1_5800362234,EUW1_5846891233,EUW1_5873067217,EUW1_5902921465,EUW1_5994781819,EUW1_6001215317,EUW1_6086466157,EUW1_6124463835,EUW1_6131076919
644,EUW1_5678554153,EUW1_5721861120,EUW1_5800238973,EUW1_5846749239,EUW1_5872742534,EUW1_5902863631,EUW1_5993211426,EUW1_6001221244,EUW1_6086392239,EUW1_6124346642,EUW1_6148250136
645,EUW1_5678532655,EUW1_5720165995,EUW1_5800305379,EUW1_5846794012,EUW1_5872677850,EUW1_5902777592,EUW1_5993136132,EUW1_6001145947,EUW1_6086379396,EUW1_6124231640,EUW1_6146805588
646,EUW1_5678410353,EUW1_5718157176,EUW1_5794229334,EUW1_5846679326,EUW1_5872683852,EUW1_5902650706,EUW1_5993131571,EUW1_6000620522,EUW1_6085956929,EUW1_6124265561,EUW1_6144318860
647,EUW1_5678388087,EUW1_5717986307,EUW1_5789447222,EUW1_5845057438,EUW1_5870220986,EUW1_5902505915,EUW1_5991750201,EUW1_6000436455,EUW1_6085935610,EUW1_6122899454,EUW1_6143159173
648,EUW1_5678402818,EUW1_5717864317,EUW1_5775891208,EUW1_5845112140,EUW1_5870045028,EUW1_5902590518,EUW1_5991696032,EUW1_6000132316,EUW1_6085762357,EUW1_6122811886,EUW1_6141893529
649,EUW1_5678289603,EUW1_5707699677,EUW1_5775797552,EUW1_5845012520,EUW1_5864032571,EUW1_5902466041,EUW1_5991600150,EUW1_5999764441,EUW1_6085902594,EUW1_6122816503,EUW1_6131967373
650,EUW1_5678351744,EUW1_5707753481,EUW1_5771858336,EUW1_5844887151,EUW1_5863885897,EUW1_5902367466,EUW1_5991593119,EUW1_5999345207,EUW1_6085620590,EUW1_6122285757,EUW1_6132004387
651,EUW1_5676798434,EUW1_5707608658,EUW1_5771815859,EUW1_5844746690,EUW1_5862280824,EUW1_5902384711,EUW1_5991559680,EUW1_5999097545,EUW1_6085754964,EUW1_6121768190,EUW1_6168634512
652,EUW1_5676845526,EUW1_5707650948,EUW1_5768192685,EUW1_5843519123,EUW1_5862235463,EUW1_5902289482,EUW1_5990730792,EUW1_5998912376,EUW1_6084880028,EUW1_6121082720,EUW1_6168558532
653,EUW1_5676822891,EUW1_5705721266,EUW1_5763720706,EUW1_5843370019,EUW1_5862192580,EUW1_5902216409,EUW1_5990673225,EUW1_5996946365,EUW1_6084763625,EUW1_6116507208,EUW1_6168534540
654,EUW1_5676559031,EUW1_5705656720,EUW1_5763443937,EUW1_5843256064,EUW1_5861729051,EUW1_5901181087,EUW1_5989449809,EUW1_6041818050,EUW1_6084381442,EUW1_6115350821,EUW1_6168502594
655,EUW1_5676563230,EUW1_5705466297,EUW1_5760503735,EUW1_5843211973,EUW1_5860758609,EUW1_5901014193,EUW1_5989388798,EUW1_6041863639,EUW1_6084438701,EUW1_6115343197,EUW1_6164762349
656,EUW1_5676435445,EUW1_5753873485,EUW1_5760426920,EUW1_5843091708,EUW1_5860783806,EUW1_5944791572,EUW1_5987896741,EUW1_6041711184,EUW1_6084434987,EUW1_6115340109,EUW1_6164715968
657,EUW1_5675505280,EUW1_5753748853,EUW1_5757612908,EUW1_5842265637,EUW1_5860639485,EUW1_5923575733,EUW1_5987884162,EUW1_6041737598,EUW1_6084341730,EUW1_6115335683,EUW1_6164699737
658,EUW1_5675390363,EUW1_5749960232,EUW1_5757537711,EUW1_5842321591,EUW1_5856303132,EUW1_5921966617,EUW1_5987729910,EUW1_6041702894,EUW1_6084338333,EUW1_6115284646,EUW1_6164044197
659,EUW1_5675397239,EUW1_5749928335,EUW1_5801795670,EUW1_5842209045,EUW1_5856187078,EUW1_5921848828,EUW1_5987657766,EUW1_6041354596,EUW1_6084294318,EUW1_6115169111,EUW1_6164002721
660,EUW1_5675391241,EUW1_5749473276,EUW1_5796004220,EUW1_5842128639,EUW1_5855825212,EUW1_5921750426,EUW1_5987682465,EUW1_6041216462,EUW1_6083488145,EUW1_6115187211,EUW1_6157216014
661,EUW1_5675288467,EUW1_5745373041,EUW1_5795879059,EUW1_5842135466,EUW1_5855755478,EUW1_5912677285,EUW1_5987546756,EUW1_6041073939,EUW1_6083179451,EUW1_6115215841,EUW1_6157213647
662,EUW1_5675217102,EUW1_5740520926,EUW1_5795922489,EUW1_5842061466,EUW1_5855597454,EUW1_5912680733,EUW1_5986300099,EUW1_6040367903,EUW1_6083255731,EUW1_6112651735,EUW1_6156825600
663,EUW1_5675290698,EUW1_5739656403,EUW1_5795809221,EUW1_5842011127,EUW1_5855622802,EUW1_5911259318,EUW1_5986227826,EUW1_6040270399,EUW1_6083224388,EUW1_6112547242,EUW1_6156748329
664,EUW1_5675129252,EUW1_5735510027,EUW1_5795312682,EUW1_5841875186,EUW1_5854494418,EUW1_5911242964,EUW1_5986263480,EUW1_6039911901,EUW1_6082133474,EUW1_6112534794,EUW1_6156674908
665,EUW1_5673227561,EUW1_5734353877,EUW1_5794897888,EUW1_5840537617,EUW1_5854467721,EUW1_5911129678,EUW1_5986126864,EUW1_6039915554,EUW1_6082089592,EUW1_6111857358,EUW1_6156589779
666,EUW1_5673194167,EUW1_5734150752,EUW1_5791943642,EUW1_5840565769,EUW1_5851391491,EUW1_5911165273,EUW1_5986050445,EUW1_6039707139,EUW1_6082015664,EUW1_6111722414,EUW1_6156515321
667,EUW1_5673130250,EUW1_5730356066,EUW1_5791779685,EUW1_5840552728,EUW1_5899970050,EUW1_5910227347,EUW1_5986053685,EUW1_6039622775,EUW1_6080227337,EUW1_6111737095,EUW1_6156263886
668,EUW1_5672932815,EUW1_5728207084,EUW1_5791686663,EUW1_5840429178,EUW1_5899939903,EUW1_5910193595,EUW1_5985918996,EUW1_6039557135,EUW1_6080160799,EUW1_6111691155,EUW1_6144477519
669,EUW1_5672852311,EUW1_5728172696,EUW1_5790347052,EUW1_5840425898,EUW1_5899626218,EUW1_5902155924,EUW1_5985952333,EUW1_6038557336,EUW1_6080155574,EUW1_6111447873,EUW1_6144383374
670,EUW1_5672808661,EUW1_5727369409,EUW1_5790303180,EUW1_5840480573,EUW1_5899499932,EUW1_5901479268,EUW1_5985836309,EUW1_6038583384,EUW1_6080031272,EUW1_6111415060,EUW1_6144257094
