Winrate_Blue_Top,Games_Blue_Top,Winrate_Blue_Jungle,Games_Blue_Jungle,Winrate_Blue_Mid,Games_Blue_Mid,Winrate_Blue_Carry,Games_Blue_Carry,Winrate_Blue_Support,Games_Blue_Support,Winrate_Red_Top,Games_Red_Top,Winrate_Red_Jungle,Games_Red_Jungle,Winrate_Red_Mid,Games_Red_Mid,Winrate_Red_Carry,Games_Red_Carry,Winrate_Red_Support,Games_Red_Support,blue_winrates_avg,red_winrates_avg,avg_win_dif,blue_games_avg,red_games_avg,Outcome
70.0,30.0,76.2,21.0,47.9,71.0,72.7,33.0,67.3,101.0,55.2,174.0,45.5,22.0,0.0,2.0,68.8,16.0,54.5,11.0,66.82,44.8,22.019999999999996,51.2,45.0,True
60.6,398.0,62.1,301.0,,,59.4,32.0,46.4,28.0,54.7,267.0,62.5,48.0,,,38.5,39.0,57.9,793.0,57.12,42.72,14.399999999999999,151.8,229.4,True
57.9,190.0,67.1,164.0,75.0,4.0,,,51.9,52.0,60.4,53.0,62.5,48.0,60.0,10.0,44.4,36.0,52.8,233.0,62.98,56.02,6.959999999999994,82.0,76.0,True
100.0,1.0,,,75.0,12.0,57.3,143.0,58.0,157.0,46.0,50.0,,,56.7,517.0,51.7,89.0,75.0,4.0,72.58,45.88,26.699999999999996,62.6,132.0,True
,,41.2,17.0,50.0,18.0,57.4,61.0,50.0,4.0,53.0,696.0,,,51.8,411.0,,,54.7,380.0,49.65,31.9,17.75,20.0,297.4,True
100.0,1.0,48.4,31.0,68.4,79.0,60.0,10.0,50.0,2.0,50.0,4.0,50.0,8.0,52.6,19.0,50.0,6.0,42.4,59.0,65.36,49.0,16.36,24.6,19.2,True
60.6,165.0,41.3,46.0,46.2,13.0,55.8,43.0,46.0,50.0,45.6,136.0,62.6,99.0,54.3,151.0,57.1,7.0,44.3,61.0,49.98,52.78,-2.8000000000000043,63.4,90.8,False
55.5,247.0,,,0.0,1.0,75.0,4.0,51.9,27.0,52.0,983.0,70.8,48.0,,,40.0,20.0,46.0,50.0,45.6,41.76,3.8400000000000034,55.8,220.2,False
52.4,126.0,53.8,13.0,56.6,228.0,51.7,329.0,46.0,50.0,53.5,144.0,68.6,35.0,56.9,116.0,50.8,295.0,57.4,376.0,52.1,57.44,-5.339999999999996,149.2,193.2,False
50.0,8.0,66.7,72.0,58.1,86.0,50.0,10.0,46.0,50.0,50.0,6.0,30.8,26.0,,,63.6,55.0,33.3,3.0,54.16,35.54,18.619999999999997,45.2,18.0,True
50.0,22.0,71.4,7.0,50.4,129.0,63.6,55.0,46.4,28.0,33.3,12.0,0.0,2.0,46.2,13.0,48.8,41.0,54.9,142.0,56.36,36.64,19.72,48.2,42.0,True
56.8,88.0,54.2,524.0,60.0,5.0,,,46.0,50.0,,,80.0,5.0,,,54.7,139.0,100.0,1.0,54.25,46.94,7.310000000000002,133.4,29.0,False
,,52.6,19.0,46.9,356.0,33.3,6.0,58.7,63.0,35.0,20.0,50.0,6.0,56.3,512.0,57.9,280.0,42.4,59.0,47.88,48.32,-0.4399999999999977,88.8,175.4,False
52.6,422.0,52.6,1208.0,64.3,42.0,35.6,45.0,42.4,59.0,,,60.0,10.0,75.0,4.0,70.6,17.0,55.0,331.0,49.5,52.12,-2.6199999999999974,355.2,72.4,False
54.7,358.0,52.2,431.0,53.9,284.0,,,,,43.8,16.0,53.4,847.0,46.0,50.0,61.8,55.0,59.5,252.0,53.6,inf,-inf,,inf,False
44.4,9.0,,,51.4,249.0,50.0,14.0,32.4,34.0,62.3,61.0,58.3,12.0,,,,,54.5,11.0,44.55,35.02,9.529999999999994,61.2,16.8,True
51.9,77.0,60.9,64.0,,,44.0,25.0,52.1,73.0,53.6,802.0,57.1,7.0,,,50.0,2.0,39.3,61.0,52.22,40.0,12.219999999999999,47.8,174.4,True
46.9,49.0,70.0,30.0,55.8,265.0,47.5,40.0,40.0,5.0,0.0,2.0,59.6,47.0,0.0,1.0,25.0,12.0,57.7,71.0,52.04,28.46,23.58,77.8,26.6,True
66.7,3.0,60.0,50.0,50.4,129.0,,,63.6,33.0,75.0,4.0,60.0,25.0,51.6,31.0,43.5,23.0,53.1,32.0,60.18,56.64,3.539999999999999,43.0,23.0,True
62.2,74.0,54.7,106.0,48.6,109.0,60.9,138.0,54.5,11.0,42.9,14.0,64.9,37.0,20.0,10.0,,,58.5,41.0,56.18,37.26,18.92,87.6,20.4,True
,,65.9,41.0,41.7,12.0,,,57.1,694.0,,,64.9,37.0,51.2,162.0,46.4,69.0,37.5,32.0,54.9,40.0,14.899999999999999,149.4,60.0,False
50.0,36.0,25.0,4.0,,,51.1,227.0,50.0,56.0,,,62.5,16.0,51.6,1129.0,49.8,265.0,50.0,18.0,44.02,42.78,1.240000000000002,64.6,285.6,False
76.9,13.0,70.8,24.0,60.0,20.0,43.7,87.0,52.6,171.0,54.8,493.0,64.9,37.0,63.6,11.0,0.0,1.0,,,60.8,36.66,24.14,63.0,108.4,True
55.8,215.0,64.9,37.0,,,57.2,152.0,46.2,26.0,33.3,6.0,62.8,261.0,51.7,116.0,50.0,74.0,49.3,73.0,56.03,49.42,6.609999999999999,86.0,106.0,False
,,60.0,25.0,,,52.2,23.0,50.0,42.0,70.8,65.0,53.0,279.0,44.4,9.0,50.0,24.0,53.0,115.0,54.07,54.24,-0.1700000000000017,18.0,98.4,False
53.7,190.0,57.8,1289.0,50.5,548.0,0.0,1.0,57.1,56.0,,,46.2,52.0,,,50.0,30.0,58.5,41.0,43.82,30.94,12.879999999999999,416.8,24.6,False
56.3,206.0,64.9,37.0,,,51.5,615.0,50.0,42.0,,,35.7,14.0,,,45.0,20.0,71.4,35.0,55.68,30.42,25.259999999999998,180.0,13.8,True
40.0,10.0,46.9,49.0,55.3,47.0,50.0,102.0,54.1,135.0,61.1,108.0,66.7,24.0,50.0,2.0,58.7,499.0,56.0,459.0,49.26,58.5,-9.240000000000002,68.6,218.4,False
62.3,53.0,,,58.8,17.0,0.0,3.0,50.3,288.0,36.4,11.0,33.3,3.0,52.8,1457.0,52.7,603.0,50.5,101.0,42.85,45.14,-2.289999999999999,72.2,435.0,False
66.7,60.0,,,46.7,15.0,0.0,1.0,52.1,48.0,75.0,12.0,50.0,6.0,56.0,116.0,40.0,5.0,53.6,97.0,41.38,54.92,-13.54,24.8,47.2,False
,,65.6,32.0,50.0,12.0,52.4,166.0,53.3,463.0,50.0,8.0,56.4,39.0,53.3,15.0,50.9,108.0,,,55.32,42.12,13.200000000000003,134.6,34.0,True
,,44.4,9.0,48.9,47.0,60.0,65.0,25.0,4.0,53.3,15.0,63.2,38.0,61.9,105.0,62.8,43.0,50.0,8.0,44.58,58.24,-13.660000000000004,25.0,41.8,False
80.0,35.0,57.1,49.0,55.4,514.0,0.0,1.0,58.8,17.0,42.9,7.0,44.2,52.0,57.1,7.0,56.5,46.0,100.0,2.0,50.26,60.14,-9.880000000000003,123.2,22.8,False
66.7,6.0,35.0,40.0,0.0,2.0,46.2,13.0,44.4,27.0,78.6,14.0,54.0,298.0,,,55.9,186.0,72.2,18.0,38.46,52.14,-13.68,17.6,103.2,False
,,54.0,139.0,33.3,6.0,50.0,4.0,56.7,30.0,44.0,166.0,55.3,85.0,46.9,49.0,46.7,15.0,,,48.5,38.58,9.920000000000002,35.8,63.0,False
51.6,184.0,54.2,986.0,64.9,57.0,,,34.0,47.0,53.7,54.0,57.1,28.0,,,61.4,44.0,50.0,2.0,51.18,44.44,6.740000000000002,254.8,25.6,True
100.0,2.0,58.9,124.0,52.8,53.0,54.2,131.0,50.3,298.0,0.0,6.0,53.0,319.0,,,44.0,25.0,51.3,78.0,63.24,29.66,33.58,121.6,85.6,True
33.3,12.0,37.5,24.0,43.8,16.0,,,56.0,25.0,,,47.8,113.0,38.1,21.0,,,14.3,7.0,42.65,20.04,22.61,15.4,28.2,False
,,40.0,15.0,33.3,21.0,51.9,27.0,,,0.0,2.0,53.5,426.0,46.9,356.0,50.4,365.0,50.4,567.0,41.73,,,,inf,True
56.9,72.0,72.7,11.0,59.3,27.0,50.0,32.0,47.1,34.0,,,25.0,16.0,,,,,55.6,151.0,57.2,16.12,41.08,35.2,33.4,True
52.3,172.0,52.6,57.0,,,63.2,19.0,50.5,218.0,53.0,1145.0,,,56.3,16.0,51.2,1010.0,45.2,84.0,54.65,41.14,13.509999999999998,93.2,451.0,True
49.1,220.0,53.4,335.0,54.2,142.0,52.1,71.0,45.5,11.0,28.6,7.0,63.6,22.0,,,55.6,9.0,38.5,13.0,50.86,37.26,13.600000000000001,155.8,10.2,True
47.1,34.0,51.7,211.0,45.5,187.0,56.3,167.0,60.1,173.0,54.1,37.0,57.1,240.0,,,57.1,14.0,45.5,22.0,52.14,42.76,9.380000000000003,154.4,62.6,False
51.6,126.0,36.8,38.0,85.7,14.0,,,61.9,21.0,,,55.8,353.0,66.7,12.0,60.0,10.0,51.1,272.0,59.0,46.72,12.280000000000001,39.8,129.4,False
50.7,73.0,58.0,685.0,,,46.2,13.0,,,,,60.3,63.0,48.0,25.0,52.4,557.0,33.3,3.0,51.63,,,,,False
44.4,9.0,52.2,395.0,56.4,133.0,33.3,18.0,51.7,296.0,69.1,97.0,100.0,2.0,,,75.0,4.0,50.7,921.0,47.6,58.96,-11.36,170.2,204.8,False
52.9,433.0,63.5,63.0,57.7,26.0,53.3,167.0,66.7,6.0,53.7,95.0,83.3,6.0,56.1,82.0,,,54.3,46.0,58.82,49.48,9.340000000000003,139.0,45.8,False
54.4,68.0,51.4,1844.0,,,57.1,154.0,60.9,64.0,50.0,40.0,48.1,183.0,56.7,104.0,,,46.8,156.0,55.95,40.32,15.630000000000003,426.0,96.6,True
52.7,582.0,61.2,291.0,,,49.1,53.0,50.0,12.0,57.6,125.0,68.6,51.0,50.7,75.0,,,33.3,6.0,53.25,42.04,11.21,187.6,51.4,True
62.2,180.0,50.0,6.0,20.0,5.0,57.1,7.0,33.3,3.0,43.3,60.0,48.1,106.0,66.7,3.0,46.7,135.0,61.9,42.0,44.52,53.34,-8.82,40.2,69.2,False
45.0,109.0,,,66.3,95.0,80.0,15.0,54.8,460.0,56.4,291.0,51.5,1499.0,46.9,49.0,40.0,5.0,61.1,36.0,61.53,51.18,10.350000000000001,135.8,376.0,True
54.3,151.0,44.4,54.0,54.8,520.0,20.0,5.0,54.8,460.0,53.0,355.0,60.9,23.0,50.0,10.0,72.7,11.0,54.3,46.0,45.66,58.18,-12.520000000000003,238.0,89.0,False
40.0,5.0,52.2,23.0,,,63.0,27.0,50.0,10.0,75.6,41.0,58.2,445.0,52.5,40.0,100.0,2.0,54.8,460.0,51.3,68.22,-16.92,13.0,197.6,True
49.4,83.0,37.5,24.0,61.2,67.0,53.3,30.0,45.7,94.0,60.0,15.0,69.2,26.0,39.3,28.0,58.3,36.0,73.9,23.0,49.42,60.14,-10.719999999999999,59.6,25.6,False
54.7,64.0,,,26.7,15.0,57.4,54.0,75.0,12.0,58.7,167.0,50.0,14.0,53.4,537.0,50.0,62.0,54.8,460.0,53.45,53.38,0.07000000000000028,29.0,248.0,False
53.6,84.0,34.1,41.0,54.5,11.0,55.6,90.0,54.8,460.0,72.7,22.0,52.1,1236.0,50.0,24.0,35.7,14.0,50.7,706.0,50.52,52.24,-1.7199999999999989,137.2,400.4,True
0.0,1.0,51.1,45.0,,,48.5,66.0,54.8,460.0,55.2,96.0,100.0,1.0,50.0,4.0,57.1,42.0,51.6,128.0,38.6,62.78,-24.18,114.4,54.2,False
50.0,6.0,50.0,2.0,56.1,494.0,38.5,13.0,59.6,57.0,47.9,48.0,64.7,17.0,62.1,140.0,52.0,350.0,54.8,460.0,50.84,56.3,-5.459999999999994,114.4,203.0,False
53.0,219.0,62.1,145.0,60.7,239.0,56.4,202.0,54.8,460.0,42.9,7.0,61.1,18.0,54.0,213.0,53.0,115.0,54.8,367.0,57.4,53.16,4.240000000000002,253.0,144.0,True
48.2,338.0,49.3,223.0,0.0,2.0,,,49.5,204.0,37.5,8.0,73.6,87.0,49.1,322.0,63.6,55.0,54.8,460.0,36.75,55.72,-18.97,153.4,186.4,False
42.9,21.0,,,0.0,1.0,45.9,74.0,36.8,19.0,66.7,3.0,100.0,1.0,55.6,133.0,58.9,56.0,73.9,23.0,31.4,71.02,-39.62,23.0,43.2,False
44.4,18.0,,,42.9,21.0,66.7,12.0,38.5,26.0,45.9,61.0,60.9,23.0,,,54.3,409.0,54.8,460.0,48.12,43.18,4.939999999999998,15.4,190.6,True
55.7,616.0,53.5,325.0,42.4,33.0,58.8,80.0,54.8,460.0,45.1,51.0,50.4,339.0,59.4,32.0,0.0,4.0,44.8,29.0,53.04,39.94,13.100000000000001,302.8,91.0,True
,,60.0,30.0,52.2,46.0,57.0,165.0,45.0,20.0,54.2,24.0,57.1,14.0,53.1,64.0,61.5,13.0,54.8,460.0,53.55,56.14,-2.5900000000000034,52.2,115.0,True
39.0,59.0,54.5,11.0,48.5,101.0,47.7,44.0,54.8,460.0,33.3,6.0,45.1,82.0,0.0,1.0,25.0,8.0,46.7,195.0,48.9,30.02,18.88,135.0,58.4,True
67.4,224.0,80.0,10.0,53.3,30.0,,,40.0,5.0,44.2,120.0,25.0,16.0,52.7,702.0,37.9,140.0,54.8,460.0,60.18,42.92,17.259999999999998,53.8,287.6,True
50.0,4.0,57.1,7.0,83.3,6.0,75.0,4.0,54.8,460.0,0.0,1.0,50.0,12.0,25.0,4.0,20.0,5.0,53.7,54.0,64.04,29.74,34.30000000000001,96.2,15.2,True
51.9,1104.0,61.8,293.0,71.4,7.0,55.1,118.0,54.8,460.0,11.1,9.0,54.8,177.0,52.4,21.0,76.5,17.0,56.2,260.0,59.0,50.2,8.799999999999997,396.4,96.8,True
55.5,119.0,75.0,16.0,54.0,226.0,51.1,88.0,33.3,6.0,55.2,252.0,42.9,7.0,47.3,205.0,40.0,5.0,54.8,460.0,53.78,48.04,5.740000000000002,91.0,185.8,True
87.5,8.0,57.5,40.0,,,53.1,439.0,54.8,460.0,52.1,445.0,38.5,13.0,53.9,764.0,54.5,11.0,47.8,293.0,63.22,49.36,13.86,189.4,305.2,True
30.4,23.0,62.5,16.0,34.9,43.0,50.0,2.0,54.8,460.0,52.6,962.0,38.1,21.0,,,16.7,6.0,55.2,181.0,46.52,32.52,14.0,108.8,234.0,True
59.1,149.0,55.0,220.0,41.9,31.0,57.9,202.0,55.3,47.0,50.0,34.0,50.0,10.0,56.0,50.0,51.3,39.0,45.1,91.0,53.84,50.48,3.3600000000000065,129.8,44.8,True
52.3,388.0,50.0,2.0,33.3,3.0,29.4,17.0,73.9,23.0,50.0,10.0,55.4,184.0,55.7,149.0,50.0,6.0,58.1,43.0,47.78,53.84,-6.060000000000002,86.6,78.4,False
51.4,37.0,54.0,420.0,20.0,5.0,50.0,34.0,54.8,460.0,,,,,83.3,18.0,33.3,21.0,60.5,337.0,46.04,35.42,10.619999999999997,191.2,75.2,False
54.6,474.0,76.9,13.0,,,50.0,52.0,69.6,23.0,48.8,41.0,41.7,12.0,55.6,507.0,50.0,14.0,35.7,14.0,62.78,46.36,16.42,112.4,117.6,False
46.2,13.0,47.8,67.0,33.3,9.0,0.0,1.0,,,44.1,34.0,77.8,9.0,,,67.1,76.0,45.7,46.0,31.82,,,,,False
53.7,82.0,53.4,221.0,75.0,4.0,0.0,1.0,,,0.0,1.0,67.3,49.0,54.5,442.0,54.2,168.0,50.0,6.0,45.52,,,,inf,True
53.3,165.0,52.1,48.0,54.0,278.0,66.7,15.0,60.0,10.0,60.4,197.0,40.0,5.0,54.8,124.0,50.0,2.0,50.0,28.0,57.22,51.04,6.18,103.2,71.2,True
59.6,52.0,46.8,158.0,47.2,322.0,100.0,2.0,67.3,49.0,56.6,219.0,59.1,22.0,47.6,21.0,53.8,65.0,0.0,3.0,64.18,43.42,20.760000000000005,116.6,66.0,True
58.4,548.0,51.9,1320.0,53.2,850.0,50.0,8.0,60.0,55.0,54.5,101.0,40.0,5.0,56.1,139.0,0.0,5.0,33.3,3.0,54.7,36.78,17.92,556.2,50.6,True
42.9,14.0,50.0,2.0,27.3,11.0,58.9,146.0,62.5,32.0,59.6,52.0,40.0,5.0,56.5,313.0,55.1,523.0,100.0,2.0,48.32,62.24,-13.920000000000002,41.0,179.0,False
57.1,7.0,67.7,31.0,48.0,25.0,66.7,9.0,54.0,350.0,21.4,14.0,57.6,125.0,71.4,7.0,49.6,123.0,62.8,121.0,58.7,52.56,6.140000000000001,84.4,78.0,True
61.5,13.0,67.7,31.0,50.0,28.0,48.2,83.0,60.0,5.0,43.8,16.0,48.6,37.0,54.3,1212.0,60.0,20.0,47.1,34.0,57.48,50.76,6.719999999999999,32.0,263.8,True
70.0,40.0,41.7,12.0,41.7,24.0,55.3,38.0,56.3,167.0,66.7,6.0,0.0,3.0,,,46.4,235.0,47.4,19.0,53.0,32.1,20.9,56.2,52.6,True
50.0,8.0,59.1,22.0,62.5,8.0,61.1,18.0,52.9,459.0,,,57.1,140.0,70.0,20.0,53.2,62.0,62.5,40.0,57.12,48.56,8.559999999999995,103.0,52.4,True
44.6,148.0,41.7,12.0,100.0,2.0,60.9,23.0,66.7,3.0,66.7,3.0,25.0,4.0,50.0,4.0,50.0,16.0,46.2,13.0,62.78,47.58,15.200000000000003,37.6,8.0,True
36.4,11.0,52.2,46.0,55.0,80.0,50.0,2.0,58.8,17.0,33.3,18.0,41.7,12.0,60.4,48.0,58.6,111.0,66.2,219.0,50.48,52.04,-1.5600000000000023,31.2,81.6,True
54.1,447.0,59.1,22.0,50.0,12.0,100.0,3.0,62.9,70.0,54.8,31.0,50.6,573.0,0.0,3.0,50.0,40.0,46.4,28.0,65.22,40.36,24.86,110.8,135.0,True
53.0,1251.0,41.7,12.0,,,16.7,6.0,,,66.7,3.0,50.3,2561.0,53.5,155.0,100.0,3.0,58.0,50.0,37.13,inf,-inf,,inf,False
52.8,199.0,58.3,72.0,0.0,1.0,28.6,7.0,52.0,102.0,59.0,39.0,53.8,303.0,60.0,20.0,53.1,303.0,68.8,16.0,38.34,58.94,-20.599999999999994,76.2,136.2,False
59.1,110.0,40.0,5.0,59.3,86.0,51.7,60.0,49.1,57.0,33.3,33.0,60.7,107.0,33.3,3.0,57.6,158.0,54.4,309.0,51.84,47.86,3.980000000000004,63.6,122.0,True
50.0,4.0,33.3,3.0,50.0,20.0,56.0,639.0,57.4,108.0,55.5,283.0,56.3,158.0,62.7,67.0,100.0,2.0,54.2,48.0,49.34,65.74,-16.39999999999999,154.8,111.6,False
64.7,116.0,41.9,31.0,,,46.5,43.0,0.0,2.0,62.3,61.0,60.0,10.0,54.7,86.0,64.6,223.0,52.0,227.0,38.28,58.72,-20.439999999999998,38.4,121.4,False
,,58.3,72.0,78.6,14.0,46.5,43.0,60.3,63.0,47.8,23.0,39.1,23.0,50.7,69.0,50.0,98.0,47.8,23.0,60.92,47.08,13.840000000000003,38.4,47.2,False
56.4,165.0,66.7,3.0,57.5,153.0,,,51.3,39.0,0.0,1.0,12.5,8.0,0.0,2.0,42.9,21.0,,,57.97,11.08,46.89,72.0,6.4,True
81.3,32.0,52.9,715.0,,,,,54.9,113.0,61.8,102.0,41.7,12.0,51.4,741.0,,,,,63.03,30.98,32.05,172.0,171.0,False
30.0,10.0,51.2,86.0,52.8,108.0,60.0,30.0,42.1,19.0,70.0,10.0,59.1,22.0,44.2,52.0,63.3,30.0,47.4,95.0,47.22,56.8,-9.579999999999998,50.6,41.8,False
53.2,1036.0,66.7,6.0,25.0,8.0,57.9,19.0,28.6,21.0,48.9,521.0,47.8,441.0,55.1,263.0,77.8,9.0,58.1,279.0,46.28,57.54,-11.259999999999998,218.0,302.6,False
40.0,5.0,56.1,82.0,33.3,9.0,53.7,594.0,52.4,21.0,52.1,913.0,56.3,151.0,57.1,14.0,52.8,636.0,47.8,182.0,47.1,53.22,-6.119999999999997,142.2,379.2,False
55.6,9.0,59.1,22.0,52.6,19.0,51.5,103.0,40.0,30.0,54.5,44.0,,,42.9,7.0,48.1,27.0,,,51.76,29.1,22.659999999999997,36.6,15.6,True
60.8,74.0,66.7,54.0,52.8,36.0,60.5,86.0,56.4,140.0,57.7,248.0,12.5,8.0,59.5,37.0,51.5,103.0,28.6,7.0,59.44,41.96,17.479999999999997,78.0,80.6,False
59.3,140.0,53.6,28.0,60.0,5.0,57.6,33.0,61.8,55.0,,,41.9,31.0,51.4,37.0,52.4,21.0,56.4,94.0,58.46,40.42,18.04,52.2,36.6,True
56.0,50.0,55.6,766.0,50.0,24.0,45.9,61.0,45.9,37.0,83.3,6.0,41.9,31.0,53.4,500.0,51.5,103.0,60.3,136.0,50.68,58.08,-7.399999999999999,187.6,155.2,False
55.4,101.0,55.2,67.0,66.7,3.0,46.7,15.0,61.9,21.0,50.9,293.0,59.1,22.0,54.2,72.0,72.7,11.0,66.7,3.0,57.18,60.72,-3.539999999999999,41.4,80.2,False
,,54.2,524.0,,,51.4,74.0,66.7,6.0,50.0,6.0,12.5,8.0,,,,,43.0,165.0,57.43,21.1,36.33,120.8,35.8,True
30.8,13.0,60.0,100.0,54.7,316.0,56.7,30.0,33.3,3.0,60.8,74.0,42.3,26.0,52.9,191.0,25.0,4.0,18.2,11.0,47.1,39.84,7.259999999999998,92.4,61.2,True
48.0,25.0,66.7,9.0,55.9,585.0,48.0,25.0,50.0,6.0,41.4,111.0,41.9,31.0,,,51.5,103.0,0.0,2.0,53.72,26.96,26.759999999999998,130.0,49.4,True
52.9,70.0,50.7,152.0,50.0,2.0,51.5,103.0,42.9,42.0,71.6,81.0,64.7,17.0,57.1,14.0,58.1,129.0,54.8,31.0,49.6,61.26,-11.659999999999997,73.8,54.4,False
48.9,45.0,54.3,280.0,,,59.7,119.0,42.9,7.0,,,41.7,12.0,50.7,355.0,51.5,103.0,37.5,16.0,51.45,36.28,15.170000000000002,90.2,97.2,True
60.9,23.0,,,57.1,35.0,42.9,84.0,50.0,14.0,50.0,8.0,41.9,31.0,53.9,988.0,46.2,39.0,58.5,135.0,52.72,50.1,2.6199999999999974,31.2,240.2,True
50.0,4.0,65.0,20.0,66.0,100.0,54.2,83.0,55.6,1002.0,57.2,138.0,58.3,72.0,56.8,169.0,25.0,4.0,38.9,18.0,58.16,47.24,10.919999999999995,241.8,80.2,True
50.0,2.0,58.3,72.0,43.3,30.0,51.5,103.0,,,56.3,304.0,48.4,31.0,53.9,76.0,66.7,3.0,0.0,1.0,50.78,,,,inf,True
48.1,54.0,57.1,28.0,48.3,261.0,,,54.8,219.0,61.7,253.0,67.7,31.0,59.3,108.0,33.3,6.0,52.1,755.0,52.08,54.82,-2.740000000000002,112.4,230.6,True
70.0,30.0,56.3,151.0,53.8,117.0,43.6,39.0,51.8,114.0,,,41.9,31.0,0.0,1.0,60.0,55.0,52.2,23.0,55.1,30.82,24.28,90.2,22.0,True
56.5,524.0,33.3,3.0,55.1,530.0,48.1,27.0,,,56.2,413.0,54.2,118.0,52.8,428.0,50.0,6.0,78.7,47.0,48.25,inf,-inf,,inf,True
52.9,17.0,36.4,22.0,47.8,92.0,45.0,109.0,,,65.5,139.0,68.8,32.0,55.6,36.0,,,,,45.52,,,,,False
53.9,453.0,57.1,42.0,50.0,28.0,53.9,295.0,0.0,1.0,65.5,139.0,38.5,13.0,51.4,438.0,48.9,92.0,,,42.98,40.86,2.1199999999999974,163.8,136.4,False
65.5,139.0,61.5,26.0,55.6,36.0,48.9,92.0,,,52.2,2328.0,0.0,2.0,53.7,54.0,57.6,66.0,66.7,6.0,57.88,,,,inf,True
65.5,139.0,66.7,3.0,66.7,3.0,60.0,20.0,54.5,132.0,53.4,322.0,50.2,454.0,53.3,15.0,33.3,3.0,53.5,71.0,62.68,48.74,13.939999999999998,59.4,173.0,True
45.6,114.0,49.4,427.0,80.0,5.0,54.6,240.0,52.9,136.0,65.5,139.0,40.0,15.0,56.1,246.0,50.0,2.0,53.3,184.0,56.5,52.98,3.520000000000003,184.4,117.2,True
50.0,56.0,52.8,36.0,55.1,798.0,52.7,1033.0,62.6,99.0,65.5,139.0,12.5,8.0,55.6,36.0,55.3,197.0,50.0,52.0,54.64,47.78,6.859999999999999,404.4,86.4,True
65.5,139.0,52.2,274.0,55.6,36.0,62.2,37.0,54.5,314.0,100.0,1.0,100.0,4.0,52.7,74.0,48.6,35.0,53.3,30.0,58.0,70.92,-12.920000000000002,160.0,28.8,False
65.5,139.0,75.0,8.0,61.7,107.0,55.0,171.0,58.9,219.0,50.0,126.0,68.4,19.0,57.0,100.0,36.4,11.0,0.0,2.0,63.22,42.36,20.86,128.8,51.6,True
40.0,5.0,48.1,27.0,61.7,107.0,41.2,17.0,0.0,5.0,45.4,108.0,53.1,429.0,61.2,49.0,56.7,67.0,60.6,213.0,38.2,55.4,-17.199999999999996,32.2,173.2,False
58.3,12.0,50.0,12.0,25.0,4.0,53.6,28.0,57.4,47.0,55.6,36.0,,,65.5,139.0,55.9,34.0,50.5,93.0,48.86,45.5,3.3599999999999994,20.6,60.4,False
65.5,139.0,54.4,252.0,53.4,88.0,51.4,438.0,33.3,3.0,52.3,612.0,56.3,103.0,58.3,12.0,0.0,1.0,56.8,468.0,51.6,44.74,6.859999999999999,184.0,239.2,True
58.9,175.0,55.1,69.0,55.5,429.0,37.5,16.0,54.1,447.0,65.5,139.0,55.2,645.0,51.4,438.0,61.3,93.0,59.7,159.0,52.22,58.62,-6.399999999999999,227.2,294.8,False
65.5,139.0,40.0,30.0,51.4,438.0,55.6,63.0,51.6,128.0,51.0,786.0,40.0,5.0,56.0,25.0,50.3,199.0,49.6,339.0,52.82,49.38,3.4399999999999977,159.6,270.8,True
0.0,1.0,50.0,256.0,48.9,45.0,33.3,12.0,53.6,56.0,65.5,139.0,65.0,20.0,51.6,370.0,60.0,5.0,60.0,5.0,37.16,60.42,-23.260000000000005,74.0,107.8,False
53.9,631.0,67.1,73.0,50.0,48.0,47.8,23.0,50.0,6.0,51.3,39.0,40.0,5.0,51.4,438.0,25.0,4.0,,,53.76,33.54,20.22,156.2,97.2,True
66.7,18.0,0.0,3.0,66.7,3.0,57.4,47.0,28.6,7.0,65.5,139.0,53.3,15.0,50.0,2.0,57.9,19.0,48.1,106.0,43.88,54.96,-11.079999999999998,15.6,56.2,False
75.0,12.0,57.3,604.0,50.0,14.0,,,0.0,1.0,65.5,139.0,57.1,21.0,54.5,849.0,53.1,32.0,54.7,172.0,45.58,56.98,-11.399999999999999,126.2,242.6,False
48.9,90.0,54.7,505.0,29.4,17.0,44.7,38.0,44.1,111.0,65.5,139.0,,,,,,,100.0,1.0,44.36,33.1,11.259999999999998,152.2,28.0,False
60.0,30.0,58.9,95.0,58.2,388.0,68.2,22.0,50.0,8.0,65.5,139.0,55.8,758.0,49.5,206.0,53.7,939.0,100.0,1.0,59.06,64.9,-5.840000000000003,108.6,408.6,False
65.5,139.0,50.0,26.0,59.3,27.0,50.0,24.0,51.5,66.0,55.8,265.0,56.8,609.0,,,45.5,11.0,59.3,300.0,55.26,43.48,11.780000000000001,56.4,237.0,True
45.5,11.0,56.0,25.0,60.0,5.0,61.7,60.0,0.0,1.0,65.5,139.0,50.0,8.0,61.7,107.0,,,100.0,1.0,44.64,55.44,-10.799999999999997,20.4,51.0,False
65.5,139.0,69.0,42.0,61.7,107.0,14.3,7.0,58.1,74.0,39.7,58.0,39.3,28.0,55.3,228.0,,,52.3,176.0,53.72,37.32,16.4,73.8,98.0,True
65.5,139.0,73.3,15.0,61.7,107.0,,,43.6,39.0,56.7,30.0,57.1,42.0,53.4,869.0,0.0,1.0,0.0,4.0,61.02,33.44,27.580000000000005,60.0,189.2,True
